k,d,ek,ed,roundswing,adr,eadr,kast,ekast,rating,playerid,matchid,sideid,mapid,teamid
34.0,9.0,29.0,10.0,8.59,93.3,82.9,90.9,84.3,1.79,24806,2388917,0,0,11581
30.0,17.0,30.0,18.0,7.18,107.7,102.8,93.9,89.0,1.7,21385,2388917,0,0,11581
30.0,13.0,30.0,14.0,4.14,96.0,94.1,81.8,76.8,1.66,16612,2388917,0,0,11581
27.0,18.0,25.0,19.0,1.18,78.0,71.5,75.8,70.1,1.19,21692,2388917,0,0,11581
16.0,20.0,15.0,22.0,-0.53,54.6,54.0,69.7,68.3,0.89,19823,2388917,0,0,11581
19.0,3.0,16.0,4.0,7.27,117.4,103.9,92.9,79.1,1.91,24806,2388917,1,0,11581
14.0,7.0,13.0,8.0,10.59,131.4,120.9,100.0,87.3,1.9,21385,2388917,1,0,11581
15.0,6.0,14.0,7.0,3.61,101.9,94.8,92.9,87.8,1.51,21692,2388917,1,0,11581
6.0,8.0,5.0,10.0,-1.41,51.8,47.0,71.4,66.1,0.75,19823,2388917,1,0,11581
6.0,7.0,5.0,8.0,-4.59,45.6,40.0,71.4,57.5,0.6,16612,2388917,1,0,11581
24.0,6.0,25.0,7.0,10.57,133.1,134.1,89.5,91.0,2.44,16612,2388917,2,0,11581
15.0,6.0,13.0,6.0,9.56,75.5,67.4,89.5,88.1,1.7,24806,2388917,2,0,11581
16.0,10.0,17.0,10.0,4.66,90.3,89.6,89.5,90.2,1.56,21385,2388917,2,0,11581
10.0,12.0,10.0,12.0,0.11,56.7,59.1,68.4,70.0,1.0,19823,2388917,2,0,11581
12.0,12.0,11.0,12.0,-0.62,60.4,54.4,63.2,57.0,0.95,21692,2388917,2,0,11581
22.0,27.0,24.0,26.0,-0.57,69.1,73.7,57.6,59.9,0.92,20300,2388917,0,0,10278
20.0,28.0,20.0,28.0,-4.4,73.4,73.9,60.6,58.0,0.74,22702,2388917,0,0,10278
14.0,26.0,16.0,25.0,-3.68,56.8,60.9,66.7,71.9,0.72,20309,2388917,0,0,10278
10.0,26.0,11.0,24.0,-3.97,43.8,48.2,48.5,48.6,0.55,2898,2388917,0,0,10278
11.0,30.0,11.0,31.0,-7.94,49.4,50.3,45.5,52.0,0.43,17117,2388917,0,0,10278
12.0,16.0,12.0,16.0,-0.46,71.3,72.0,52.6,55.5,0.78,20300,2388917,1,0,10278
12.0,16.0,11.0,17.0,-4.66,80.2,77.6,57.9,47.3,0.69,22702,2388917,1,0,10278
7.0,15.0,8.0,15.0,-3.55,41.4,44.0,47.4,43.6,0.54,2898,2388917,1,0,10278
7.0,12.0,8.0,12.0,-6.18,34.2,34.8,57.9,53.9,0.5,20309,2388917,1,0,10278
8.0,18.0,8.0,20.0,-9.44,66.1,67.0,52.6,61.5,0.48,17117,2388917,1,0,10278
10.0,11.0,12.0,10.0,-0.71,66.1,76.0,64.3,65.8,1.11,20300,2388917,2,0,10278
7.0,14.0,8.0,13.0,-0.29,87.6,96.4,78.6,96.4,1.03,20309,2388917,2,0,10278
8.0,12.0,9.0,11.0,-4.05,64.1,69.0,64.3,72.6,0.8,22702,2388917,2,0,10278
3.0,11.0,3.0,9.0,-4.53,46.9,54.0,50.0,55.4,0.56,2898,2388917,2,0,10278
3.0,12.0,3.0,11.0,-5.9,26.6,27.6,35.7,39.1,0.37,17117,2388917,2,0,10278
22.0,9.0,22.0,9.0,12.36,134.5,128.6,94.7,87.7,2.21,21385,2388917,0,2,11581
21.0,6.0,18.0,6.0,4.81,93.7,84.9,84.2,75.7,1.58,24806,2388917,0,2,11581
16.0,11.0,15.0,12.0,1.18,77.9,71.7,73.7,64.6,1.18,21692,2388917,0,2,11581
11.0,9.0,11.0,10.0,-1.22,70.3,68.9,73.7,66.2,1.09,16612,2388917,0,2,11581
5.0,12.0,4.0,13.0,-4.65,38.7,37.3,68.4,66.5,0.6,19823,2388917,0,2,11581
12.0,6.0,11.0,7.0,11.45,136.0,125.2,100.0,85.7,1.97,21385,2388917,1,2,11581
16.0,3.0,14.0,4.0,6.11,107.8,96.4,91.7,76.1,1.79,24806,2388917,1,2,11581
14.0,5.0,13.0,6.0,4.14,105.8,98.0,91.7,85.5,1.59,21692,2388917,1,2,11581
4.0,7.0,3.0,9.0,-3.54,49.4,43.9,66.7,61.0,0.63,19823,2388917,1,2,11581
4.0,6.0,3.0,7.0,-6.46,41.4,35.0,66.7,51.0,0.52,16612,2388917,1,2,11581
10.0,3.0,10.0,3.0,13.93,131.9,134.3,85.7,91.1,2.63,21385,2388917,2,2,11581
7.0,3.0,8.0,3.0,7.76,119.7,127.1,85.7,92.3,2.07,16612,2388917,2,2,11581
5.0,3.0,4.0,3.0,2.57,69.4,65.3,71.4,75.0,1.22,24806,2388917,2,2,11581
1.0,5.0,1.0,5.0,-6.55,20.4,26.1,71.4,76.1,0.56,19823,2388917,2,2,11581
2.0,6.0,2.0,6.0,-3.89,30.1,26.5,42.9,28.7,0.48,21692,2388917,2,2,11581
16.0,14.0,17.0,13.0,3.14,82.2,87.9,63.2,61.1,1.27,20300,2388917,0,2,10278
8.0,15.0,9.0,14.0,-0.88,70.6,75.7,73.7,83.4,0.89,20309,2388917,0,2,10278
12.0,15.0,12.0,15.0,-3.36,79.8,78.2,63.2,60.5,0.84,22702,2388917,0,2,10278
7.0,17.0,7.0,17.0,-6.6,49.7,48.8,52.6,60.6,0.53,17117,2388917,0,2,10278
4.0,14.0,4.0,12.0,-4.79,35.5,40.8,47.4,49.0,0.52,2898,2388917,0,2,10278
6.0,5.0,5.0,5.0,7.15,92.0,87.7,57.1,51.7,1.23,20300,2388917,1,2,10278
6.0,5.0,5.0,6.0,-3.09,108.7,97.4,71.4,51.5,0.95,22702,2388917,1,2,10278
4.0,7.0,4.0,8.0,-9.3,84.7,81.1,71.4,86.2,0.68,17117,2388917,1,2,10278
2.0,3.0,2.0,3.0,-2.95,43.1,42.2,71.4,66.3,0.64,20309,2388917,1,2,10278
2.0,5.0,2.0,5.0,-5.64,16.6,17.0,42.9,37.9,0.43,2898,2388917,1,2,10278
10.0,9.0,12.0,8.0,0.81,76.5,88.0,66.7,66.5,1.28,20300,2388917,2,2,10278
6.0,12.0,7.0,11.0,0.33,86.7,95.2,75.0,93.5,1.04,20309,2388917,2,2,10278
6.0,10.0,7.0,9.0,-3.52,63.0,67.1,58.3,65.7,0.77,22702,2388917,2,2,10278
2.0,9.0,2.0,7.0,-4.29,46.5,54.7,50.0,55.5,0.57,2898,2388917,2,2,10278
3.0,10.0,3.0,9.0,-5.02,29.3,29.9,41.7,45.7,0.44,17117,2388917,2,2,10278
19.0,4.0,19.0,5.0,11.42,130.9,128.4,92.9,91.2,2.47,16612,2388917,0,4,11581
13.0,3.0,11.0,3.0,13.72,92.7,80.1,100.0,95.9,2.11,24806,2388917,0,4,11581
11.0,8.0,11.0,9.0,5.05,76.1,76.5,71.4,70.8,1.4,19823,2388917,0,4,11581
11.0,7.0,10.0,7.0,1.17,78.1,71.3,78.6,77.6,1.24,21692,2388917,0,4,11581
8.0,8.0,8.0,9.0,0.15,71.4,67.9,92.9,90.7,1.07,21385,2388917,0,4,11581
3.0,0.0,3.0,0.0,14.23,175.0,149.1,100.0,96.8,2.7,24806,2388917,1,4,11581
2.0,1.0,2.0,1.0,11.37,66.0,65.4,100.0,96.8,1.81,19823,2388917,1,4,11581
2.0,1.0,2.0,1.0,5.48,104.0,94.5,100.0,96.8,1.47,21385,2388917,1,4,11581
2.0,1.0,2.0,1.0,6.63,71.0,69.7,100.0,96.8,1.36,16612,2388917,1,4,11581
1.0,1.0,1.0,1.0,0.48,78.5,75.6,100.0,101.6,1.06,21692,2388917,1,4,11581
17.0,3.0,17.0,4.0,12.22,140.8,138.1,91.7,90.2,2.66,16612,2388917,2,4,11581
10.0,3.0,8.0,3.0,13.64,79.0,68.7,100.0,95.7,2.01,24806,2388917,2,4,11581
9.0,7.0,9.0,8.0,4.0,77.8,78.4,66.7,66.4,1.33,19823,2388917,2,4,11581
10.0,6.0,9.0,6.0,1.29,78.1,70.6,75.0,73.6,1.27,21692,2388917,2,4,11581
6.0,7.0,6.0,8.0,-0.74,66.0,63.5,91.7,89.7,1.01,21385,2388917,2,4,11581
8.0,13.0,8.0,13.0,-5.82,64.6,68.1,57.1,54.6,0.62,22702,2388917,0,4,10278
6.0,12.0,7.0,11.0,-2.85,55.0,58.3,50.0,48.0,0.6,2898,2388917,0,4,10278
6.0,13.0,7.0,13.0,-5.6,51.3,54.5,50.0,58.4,0.51,20300,2388917,0,4,10278
6.0,11.0,7.0,11.0,-7.49,38.1,40.9,57.1,56.2,0.51,20309,2388917,0,4,10278
4.0,13.0,4.0,14.0,-9.75,48.9,52.4,35.7,40.3,0.35,17117,2388917,0,4,10278
5.0,10.0,6.0,10.0,-2.33,55.9,59.8,50.0,46.8,0.61,2898,2388917,1,4,10278
6.0,11.0,6.0,11.0,-5.58,63.5,66.0,50.0,44.8,0.55,22702,2388917,1,4,10278
6.0,11.0,7.0,11.0,-4.9,59.2,62.9,50.0,57.8,0.55,20300,2388917,1,4,10278
5.0,9.0,6.0,9.0,-8.07,28.9,30.5,50.0,46.6,0.43,20309,2388917,1,4,10278
4.0,11.0,4.0,12.0,-9.51,55.2,58.8,41.7,47.1,0.39,17117,2388917,1,4,10278
2.0,2.0,2.0,2.0,-7.23,71.0,80.6,100.0,113.7,1.07,22702,2388917,2,4,10278
1.0,2.0,1.0,2.0,-4.0,93.5,103.2,100.0,113.7,1.01,20309,2388917,2,4,10278
1.0,2.0,1.0,2.0,-5.96,49.5,49.5,50.0,55.0,0.54,2898,2388917,2,4,10278
0.0,2.0,0.0,2.0,-9.82,4.0,4.0,50.0,61.9,0.29,20300,2388917,2,4,10278
0.0,2.0,0.0,2.0,-11.2,10.5,14.1,0.0,0.0,0.12,17117,2388917,2,4,10278
36.0,35.0,36.0,36.0,0.32,78.3,78.2,70.6,66.7,1.06,9436,2389275,0,0,5973
35.0,32.0,36.0,33.0,-1.73,84.9,85.8,66.7,66.4,1.06,8738,2389275,0,0,5973
31.0,36.0,33.0,36.0,0.54,59.4,59.8,74.5,76.5,0.99,16820,2389275,0,0,5973
32.0,33.0,34.0,35.0,-0.61,65.4,66.7,80.4,70.1,0.96,8520,2389275,0,0,5973
27.0,41.0,25.0,43.0,-6.44,53.1,52.4,56.9,55.3,0.6,21763,2389275,0,0,5973
24.0,16.0,25.0,17.0,-1.5,105.3,108.5,70.4,69.0,1.28,8738,2389275,1,0,5973
16.0,18.0,18.0,18.0,1.26,55.9,56.3,74.1,72.6,1.0,16820,2389275,1,0,5973
17.0,17.0,18.0,19.0,-0.01,55.2,57.0,85.2,67.9,0.9,8520,2389275,1,0,5973
18.0,18.0,17.0,19.0,-2.71,75.1,74.6,70.4,62.2,0.82,9436,2389275,1,0,5973
13.0,23.0,11.0,25.0,-10.84,54.4,52.9,55.6,52.7,0.4,21763,2389275,1,0,5973
18.0,17.0,19.0,17.0,3.73,81.9,82.2,70.8,71.8,1.33,9436,2389275,2,0,5973
15.0,16.0,16.0,16.0,-1.29,76.9,77.7,75.0,72.6,1.03,8520,2389275,2,0,5973
15.0,18.0,15.0,18.0,-0.26,63.4,63.7,75.0,80.9,0.97,16820,2389275,2,0,5973
14.0,18.0,14.0,18.0,-1.5,51.6,51.9,58.3,58.3,0.82,21763,2389275,2,0,5973
11.0,16.0,11.0,17.0,-1.99,62.0,60.2,62.5,63.4,0.82,8738,2389275,2,0,5973
50.0,31.0,48.0,33.0,6.04,105.8,102.5,78.4,77.9,1.61,19230,2389275,0,0,11283
37.0,28.0,36.0,28.0,0.58,85.9,84.4,82.4,81.3,1.23,3741,2389275,0,0,11283
31.0,36.0,33.0,38.0,1.06,69.4,73.3,76.5,74.5,1.07,12018,2389275,0,0,11283
29.0,33.0,31.0,32.0,0.39,56.7,57.9,66.7,66.9,1.06,19677,2389275,0,0,11283
28.0,35.0,28.0,36.0,-0.68,57.5,57.2,68.6,74.9,0.92,25432,2389275,0,0,11283
24.0,12.0,21.0,14.0,5.02,110.5,104.5,83.3,81.0,1.53,19230,2389275,1,0,11283
21.0,12.0,21.0,13.0,2.42,99.2,97.5,83.3,77.8,1.42,3741,2389275,1,0,11283
15.0,16.0,17.0,17.0,-0.22,70.1,76.5,79.2,73.0,1.03,12018,2389275,1,0,11283
12.0,16.0,12.0,17.0,-1.54,60.3,61.0,70.8,79.2,0.85,25432,2389275,1,0,11283
11.0,18.0,12.0,18.0,-5.5,47.7,48.6,62.5,56.1,0.65,19677,2389275,1,0,11283
26.0,19.0,27.0,19.0,6.94,101.6,100.7,74.1,75.2,1.69,19230,2389275,2,0,11283
18.0,15.0,19.0,14.0,5.63,64.8,66.2,70.4,76.5,1.43,19677,2389275,2,0,11283
16.0,20.0,16.0,21.0,2.2,68.8,70.5,74.1,75.9,1.1,12018,2389275,2,0,11283
16.0,16.0,15.0,16.0,-1.06,74.0,72.8,81.5,84.4,1.06,3741,2389275,2,0,11283
16.0,19.0,16.0,19.0,0.09,54.9,53.9,66.7,71.1,0.99,25432,2389275,2,0,11283
22.0,18.0,22.0,19.0,1.8,82.4,79.4,80.0,75.1,1.18,9436,2389275,0,5,5973
23.0,16.0,24.0,17.0,-1.26,83.2,82.3,66.7,65.9,1.15,8738,2389275,0,5,5973
16.0,20.0,17.0,20.0,0.14,55.9,56.1,80.0,83.8,1.01,16820,2389275,0,5,5973
19.0,18.0,21.0,19.0,-0.81,64.6,66.4,86.7,68.9,0.96,8520,2389275,0,5,5973
17.0,24.0,16.0,26.0,-4.89,56.6,59.2,63.3,63.4,0.69,21763,2389275,0,5,5973
14.0,7.0,14.0,8.0,-2.96,91.5,90.0,66.7,61.5,1.19,8738,2389275,1,5,5973
12.0,8.0,11.0,9.0,1.79,89.1,84.0,93.3,79.2,1.18,9436,2389275,1,5,5973
8.0,9.0,9.0,9.0,-0.05,59.4,58.0,86.7,82.4,1.03,16820,2389275,1,5,5973
11.0,8.0,12.0,10.0,1.28,68.5,67.6,93.3,59.3,1.02,8520,2389275,1,5,5973
8.0,13.0,7.0,16.0,-8.65,59.4,61.8,66.7,62.8,0.49,21763,2389275,1,5,5973
10.0,10.0,11.0,10.0,1.81,75.7,74.8,66.7,70.9,1.18,9436,2389275,2,5,5973
9.0,9.0,9.0,9.0,0.44,74.9,74.5,66.7,70.3,1.1,8738,2389275,2,5,5973
8.0,11.0,9.0,11.0,0.32,52.3,54.2,73.3,85.3,0.99,16820,2389275,2,5,5973
8.0,10.0,9.0,9.0,-2.9,60.7,65.2,80.0,78.5,0.91,8520,2389275,2,5,5973
9.0,11.0,9.0,10.0,-1.13,53.7,56.7,60.0,64.1,0.9,21763,2389275,2,5,5973
27.0,19.0,26.0,21.0,3.3,97.2,94.9,76.7,76.4,1.4,19230,2389275,0,5,11283
19.0,22.0,21.0,23.0,-0.97,66.4,68.8,66.7,63.1,1.09,19677,2389275,0,5,11283
17.0,22.0,18.0,23.0,1.44,69.6,72.4,83.3,82.9,1.05,12018,2389275,0,5,11283
18.0,19.0,18.0,19.0,1.12,56.6,56.3,70.0,75.4,0.97,25432,2389275,0,5,11283
14.0,16.0,14.0,16.0,-0.43,61.9,62.7,83.3,80.4,0.97,3741,2389275,0,5,11283
16.0,7.0,14.0,9.0,6.76,125.3,114.6,86.7,81.7,1.7,19230,2389275,1,5,11283
9.0,9.0,9.0,10.0,0.82,63.4,64.9,73.3,75.9,0.99,25432,2389275,1,5,11283
10.0,9.0,10.0,10.0,0.39,67.5,65.0,86.7,75.1,0.98,12018,2389275,1,5,11283
7.0,6.0,7.0,7.0,0.54,64.3,62.4,80.0,67.0,0.96,3741,2389275,1,5,11283
8.0,13.0,9.0,14.0,-8.19,56.5,57.9,60.0,46.6,0.6,19677,2389275,1,5,11283
11.0,9.0,12.0,9.0,6.26,76.3,79.8,73.3,79.5,1.58,19677,2389275,2,5,11283
7.0,13.0,8.0,13.0,2.49,71.6,79.7,80.0,90.7,1.12,12018,2389275,2,5,11283
11.0,12.0,12.0,12.0,-0.16,69.2,75.2,66.7,71.2,1.11,19230,2389275,2,5,11283
7.0,10.0,7.0,10.0,-1.41,59.6,63.0,86.7,93.8,0.98,3741,2389275,2,5,11283
9.0,10.0,8.0,9.0,1.42,49.9,47.8,66.7,74.9,0.95,25432,2389275,2,5,11283
13.0,15.0,13.0,15.0,-0.34,66.6,67.2,71.4,71.7,0.97,8520,2389275,0,4,5973
12.0,16.0,12.0,17.0,-2.4,87.3,90.8,66.7,67.1,0.97,8738,2389275,0,4,5973
15.0,16.0,16.0,16.0,1.12,64.5,65.1,66.7,66.1,0.96,16820,2389275,0,4,5973
14.0,17.0,14.0,17.0,-1.79,72.4,76.5,57.1,54.7,0.95,9436,2389275,0,4,5973
10.0,17.0,9.0,17.0,-8.65,48.1,42.6,47.6,43.8,0.48,21763,2389275,0,4,5973
10.0,9.0,11.0,9.0,0.32,122.4,131.6,75.0,78.5,1.41,8738,2389275,1,4,5973
8.0,9.0,9.0,9.0,2.89,51.5,54.1,58.3,60.4,0.97,16820,2389275,1,4,5973
6.0,9.0,6.0,9.0,-1.63,38.6,43.7,75.0,78.5,0.77,8520,2389275,1,4,5973
6.0,10.0,6.0,10.0,-8.32,57.7,62.9,41.7,40.8,0.46,9436,2389275,1,4,5973
5.0,10.0,4.0,10.0,-13.56,48.2,41.8,41.7,40.1,0.31,21763,2389275,1,4,5973
8.0,7.0,8.0,7.0,6.93,92.1,94.6,77.8,73.2,1.6,9436,2389275,2,4,5973
7.0,6.0,7.0,6.0,1.39,103.9,98.5,66.7,62.7,1.25,8520,2389275,2,4,5973
7.0,7.0,6.0,7.0,-1.23,81.8,79.6,77.8,73.6,0.93,16820,2389275,2,4,5973
5.0,7.0,5.0,7.0,-2.1,48.0,43.8,55.6,48.6,0.7,21763,2389275,2,4,5973
2.0,7.0,1.0,8.0,-6.03,40.6,36.3,55.6,51.9,0.38,8738,2389275,2,4,5973
23.0,12.0,22.0,13.0,9.94,118.0,113.4,81.0,80.1,1.96,19230,2389275,0,4,11283
23.0,12.0,23.0,12.0,2.03,120.1,115.4,81.0,82.6,1.67,3741,2389275,0,4,11283
14.0,14.0,15.0,14.0,0.52,69.2,74.7,66.7,62.6,1.1,12018,2389275,0,4,11283
10.0,11.0,10.0,10.0,2.33,42.9,42.4,66.7,72.4,1.03,19677,2389275,0,4,11283
10.0,16.0,10.0,16.0,-3.24,58.6,58.4,66.7,74.2,0.86,25432,2389275,0,4,11283
14.0,6.0,15.0,6.0,5.56,157.6,156.0,88.9,95.7,2.36,3741,2389275,1,4,11283
8.0,5.0,7.0,5.0,2.12,85.9,87.6,77.8,79.8,1.26,19230,2389275,1,4,11283
5.0,7.0,7.0,7.0,-1.23,74.4,95.7,66.7,69.6,1.12,12018,2389275,1,4,11283
3.0,5.0,3.0,5.0,-1.02,33.0,33.1,66.7,71.9,0.75,19677,2389275,1,4,11283
3.0,7.0,3.0,7.0,-5.48,55.1,54.4,66.7,84.6,0.63,25432,2389275,1,4,11283
15.0,7.0,14.0,8.0,15.82,142.2,132.6,83.3,80.3,2.49,19230,2389275,2,4,11283
7.0,6.0,7.0,5.0,4.84,50.3,49.3,66.7,72.8,1.24,19677,2389275,2,4,11283
9.0,6.0,8.0,6.0,-0.62,92.0,85.0,75.0,72.7,1.15,3741,2389275,2,4,11283
9.0,7.0,8.0,7.0,1.84,65.3,59.0,66.7,57.3,1.08,12018,2389275,2,4,11283
7.0,9.0,7.0,9.0,-1.56,61.2,61.5,66.7,66.3,1.04,25432,2389275,2,4,11283
41.0,24.0,40.0,25.0,5.48,89.2,85.3,80.0,77.3,1.56,22613,2388930,0,0,9996
36.0,28.0,36.0,29.0,3.73,86.5,85.3,73.3,71.1,1.35,20394,2388930,0,0,9996
35.0,27.0,38.0,26.0,2.06,76.2,78.8,86.7,86.1,1.35,12092,2388930,0,0,9996
28.0,30.0,29.0,29.0,-0.47,67.0,67.0,66.7,65.2,1.03,14736,2388930,0,0,9996
23.0,22.0,22.0,23.0,-0.52,63.7,63.6,73.3,70.2,0.99,14737,2388930,0,0,9996
23.0,9.0,22.0,10.0,9.34,117.2,107.5,88.9,82.9,2.04,22613,2388930,1,0,9996
21.0,12.0,23.0,13.0,3.36,115.9,118.7,88.9,85.8,1.71,12092,2388930,1,0,9996
11.0,10.0,9.0,12.0,-1.14,84.6,79.6,72.2,64.5,0.93,14737,2388930,1,0,9996
12.0,12.0,11.0,13.0,-1.81,76.4,70.0,77.8,60.7,0.83,20394,2388930,1,0,9996
9.0,12.0,9.0,13.0,-6.3,51.0,49.8,72.2,66.5,0.65,14736,2388930,1,0,9996
24.0,16.0,25.0,16.0,7.42,93.3,95.4,70.4,78.1,1.7,20394,2388930,2,0,9996
19.0,18.0,20.0,16.0,3.41,77.6,78.5,63.0,64.3,1.29,14736,2388930,2,0,9996
18.0,15.0,19.0,15.0,2.92,70.5,70.4,74.1,73.5,1.24,22613,2388930,2,0,9996
14.0,15.0,16.0,13.0,1.19,49.7,52.2,85.2,86.4,1.11,12092,2388930,2,0,9996
12.0,12.0,12.0,11.0,-0.11,49.7,52.9,74.1,74.0,1.02,14737,2388930,2,0,9996
25.0,31.0,26.0,32.0,1.12,68.7,70.7,66.7,61.5,1.01,21170,2388930,0,0,8113
35.0,35.0,34.0,37.0,-2.44,88.4,85.6,71.1,66.5,0.99,22911,2388930,0,0,8113
20.0,30.0,21.0,31.0,-4.75,52.4,54.4,66.7,68.3,0.72,20558,2388930,0,0,8113
23.0,36.0,24.0,36.0,-3.78,63.4,66.0,57.8,56.2,0.72,21921,2388930,0,0,8113
20.0,32.0,21.0,35.0,-4.52,42.5,44.0,60.0,61.0,0.63,21221,2388930,0,0,8113
22.0,19.0,21.0,20.0,-1.91,99.7,94.9,70.4,58.5,1.04,22911,2388930,1,0,8113
14.0,16.0,15.0,18.0,-4.57,59.9,61.6,70.4,67.0,0.77,20558,2388930,1,0,8113
15.0,19.0,15.0,20.0,-3.71,62.9,60.2,55.6,50.7,0.7,21921,2388930,1,0,8113
11.0,16.0,11.0,18.0,-2.84,51.3,49.0,66.7,53.3,0.66,21170,2388930,1,0,8113
10.0,17.0,9.0,20.0,-3.74,35.4,34.0,66.7,61.7,0.58,21221,2388930,1,0,8113
14.0,15.0,15.0,14.0,7.06,94.9,103.4,66.7,73.9,1.54,21170,2388930,2,0,8113
13.0,16.0,14.0,17.0,-3.24,71.3,71.6,72.2,78.5,0.92,22911,2388930,2,0,8113
8.0,17.0,9.0,16.0,-3.89,64.2,74.8,61.1,64.4,0.74,21921,2388930,2,0,8113
10.0,15.0,11.0,15.0,-5.71,53.2,58.9,50.0,59.9,0.7,21221,2388930,2,0,8113
6.0,14.0,6.0,13.0,-5.02,41.1,43.7,61.1,70.3,0.66,20558,2388930,2,0,8113
15.0,7.0,15.0,7.0,4.63,88.2,86.8,88.2,79.4,1.56,12092,2388930,0,2,9996
12.0,8.0,12.0,8.0,6.83,77.6,75.4,64.7,65.0,1.47,20394,2388930,0,2,9996
15.0,7.0,14.0,8.0,3.25,82.2,76.9,88.2,79.2,1.47,22613,2388930,0,2,9996
12.0,6.0,12.0,7.0,3.45,66.8,64.9,82.4,81.4,1.38,14737,2388930,0,2,9996
10.0,8.0,10.0,9.0,0.28,70.1,66.4,82.4,75.7,1.15,14736,2388930,0,2,9996
8.0,2.0,7.0,3.0,9.55,151.8,137.4,100.0,89.7,2.48,22613,2388930,1,2,9996
7.0,1.0,7.0,1.0,8.78,139.8,136.4,100.0,89.9,2.32,12092,2388930,1,2,9996
5.0,3.0,5.0,4.0,0.66,89.4,86.3,80.0,78.4,1.29,14737,2388930,1,2,9996
1.0,2.0,1.0,3.0,-5.14,36.2,29.1,100.0,88.4,0.67,14736,2388930,1,2,9996
1.0,3.0,1.0,4.0,-0.38,40.2,37.3,60.0,58.2,0.6,20394,2388930,1,2,9996
11.0,5.0,11.0,4.0,9.83,93.2,91.3,66.7,67.8,1.84,20394,2388930,2,2,9996
7.0,3.0,7.0,3.0,4.61,57.4,55.9,83.3,82.6,1.41,14737,2388930,2,2,9996
9.0,6.0,9.0,6.0,2.53,84.2,81.9,75.0,70.4,1.35,14736,2388930,2,2,9996
8.0,6.0,8.0,5.0,2.9,66.8,66.2,83.3,75.0,1.25,12092,2388930,2,2,9996
7.0,5.0,7.0,5.0,0.63,53.2,51.6,83.3,74.9,1.04,22613,2388930,2,2,9996
10.0,11.0,11.0,11.0,3.44,75.6,81.6,64.7,55.4,1.17,21170,2388930,0,2,8113
6.0,13.0,7.0,14.0,-7.25,45.2,50.2,52.9,57.0,0.55,20558,2388930,0,2,8113
4.0,13.0,5.0,12.0,-6.12,33.8,41.1,52.9,51.5,0.48,21921,2388930,0,2,8113
6.0,13.0,6.0,13.0,-3.48,28.6,28.8,47.1,43.5,0.48,21221,2388930,0,2,8113
5.0,15.0,6.0,15.0,-8.12,56.3,58.4,41.2,43.2,0.44,22911,2388930,0,2,8113
5.0,7.0,5.0,8.0,-0.1,58.2,57.8,58.3,40.6,0.78,21170,2388930,1,2,8113
5.0,9.0,6.0,10.0,-7.9,50.5,55.5,50.0,52.1,0.56,20558,2388930,1,2,8113
4.0,10.0,5.0,10.0,-6.53,66.6,68.4,41.7,41.7,0.52,22911,2388930,1,2,8113
4.0,8.0,4.0,9.0,-3.33,27.8,27.4,50.0,42.2,0.49,21221,2388930,1,2,8113
3.0,8.0,3.0,8.0,-7.02,26.8,28.3,50.0,42.9,0.39,21921,2388930,1,2,8113
5.0,4.0,6.0,4.0,11.95,117.2,138.8,80.0,90.8,2.12,21170,2388930,2,2,8113
1.0,5.0,2.0,4.0,-3.98,50.8,71.9,60.0,72.3,0.7,21921,2388930,2,2,8113
1.0,4.0,1.0,4.0,-5.68,32.4,37.6,60.0,68.7,0.55,20558,2388930,2,2,8113
2.0,5.0,2.0,5.0,-3.84,30.6,32.2,40.0,46.6,0.44,21221,2388930,2,2,8113
1.0,5.0,1.0,5.0,-11.92,31.6,34.4,40.0,46.6,0.25,22911,2388930,2,2,8113
26.0,17.0,26.0,17.0,6.84,93.4,90.3,75.0,76.1,1.63,22613,2388930,0,5,9996
24.0,20.0,24.0,21.0,1.84,91.9,91.2,78.6,74.8,1.28,20394,2388930,0,5,9996
20.0,20.0,23.0,20.0,0.5,68.8,73.9,85.7,90.2,1.23,12092,2388930,0,5,9996
18.0,22.0,19.0,20.0,-0.92,65.1,67.4,57.1,58.8,0.97,14736,2388930,0,5,9996
11.0,16.0,10.0,16.0,-2.93,61.8,62.8,67.9,63.5,0.77,14737,2388930,0,5,9996
15.0,7.0,15.0,7.0,9.26,103.8,96.0,84.6,80.3,1.87,22613,2388930,1,5,9996
14.0,11.0,16.0,11.0,1.28,106.7,111.9,84.6,84.2,1.49,12092,2388930,1,5,9996
11.0,9.0,10.0,10.0,-2.36,90.3,82.6,84.6,61.7,0.93,20394,2388930,1,5,9996
6.0,7.0,5.0,8.0,-1.84,82.8,76.9,69.2,59.2,0.82,14737,2388930,1,5,9996
8.0,10.0,8.0,10.0,-6.74,56.7,57.8,61.5,58.0,0.66,14736,2388930,1,5,9996
13.0,11.0,14.0,11.0,5.49,93.3,98.7,73.3,86.2,1.59,20394,2388930,2,5,9996
11.0,10.0,11.0,10.0,4.74,84.3,85.5,66.7,72.4,1.42,22613,2388930,2,5,9996
10.0,12.0,11.0,10.0,4.12,72.4,75.7,53.3,59.5,1.23,14736,2388930,2,5,9996
6.0,9.0,7.0,8.0,-0.18,36.0,41.0,86.7,95.4,1.0,12092,2388930,2,5,9996
5.0,9.0,5.0,8.0,-3.89,43.5,50.5,66.7,67.2,0.72,14737,2388930,2,5,9996
