k,d,ek,ed,roundswing,adr,eadr,kast,ekast,rating,playerid,matchid,sideid,mapid,teamid
11.0,6.0,12.0,7.0,2.89,90.2,96.9,91.7,78.7,1.4,12004,2388908,1,6,10333
8.0,7.0,7.0,8.0,7.07,66.3,68.0,83.3,71.7,1.22,25110,2388908,1,6,10333
9.0,8.0,10.0,9.0,-3.7,101.7,105.0,91.7,84.3,1.09,19673,2388908,1,6,10333
6.0,9.0,5.0,10.0,-4.85,48.1,40.7,83.3,80.5,0.65,24625,2388908,1,6,10333
5.0,6.0,4.0,6.0,-6.76,76.8,72.8,83.3,62.6,0.64,22039,2388908,1,6,10333
12.0,8.0,11.0,8.0,4.82,110.1,102.0,83.3,83.0,1.55,22039,2388908,2,6,10333
12.0,5.0,13.0,6.0,-0.6,87.1,94.1,91.7,86.6,1.42,12004,2388908,2,6,10333
9.0,6.0,8.0,7.0,2.26,69.7,68.3,66.7,64.5,1.28,25110,2388908,2,6,10333
6.0,9.0,6.0,9.0,2.55,53.5,55.7,75.0,81.1,1.03,24625,2388908,2,6,10333
4.0,10.0,3.0,10.0,-5.81,70.3,65.5,66.7,58.9,0.62,19673,2388908,2,6,10333
18.0,8.0,19.0,8.0,9.69,91.2,92.1,81.2,81.2,1.83,25807,2388908,0,1,13027
19.0,11.0,18.0,12.0,4.87,122.2,113.7,75.0,74.0,1.7,24568,2388908,0,1,13027
15.0,7.0,14.0,8.0,6.28,100.6,98.9,87.5,79.3,1.66,23762,2388908,0,1,13027
12.0,9.0,13.0,10.0,2.79,69.1,69.7,87.5,88.6,1.27,22878,2388908,0,1,13027
7.0,9.0,7.0,9.0,2.39,66.8,63.8,81.2,79.4,1.04,22880,2388908,0,1,13027
13.0,7.0,14.0,7.0,10.3,85.1,87.5,75.0,77.0,1.75,25807,2388908,1,1,13027
11.0,7.0,12.0,8.0,5.43,81.0,82.0,83.3,86.1,1.45,22878,2388908,1,1,13027
13.0,10.0,13.0,10.0,1.44,116.2,108.7,66.7,67.4,1.37,24568,2388908,1,1,13027
8.0,7.0,8.0,8.0,3.02,79.4,81.3,83.3,74.4,1.16,23762,2388908,1,1,13027
6.0,7.0,6.0,7.0,3.08,73.2,71.4,75.0,74.6,1.07,22880,2388908,1,1,13027
7.0,0.0,6.0,0.0,16.08,164.2,151.7,100.0,94.0,3.16,23762,2388908,2,1,13027
6.0,1.0,6.0,1.0,15.17,140.2,128.7,100.0,93.9,2.68,24568,2388908,2,1,13027
5.0,1.0,5.0,1.0,7.84,109.5,106.0,100.0,94.0,2.07,25807,2388908,2,1,13027
1.0,2.0,1.0,2.0,0.35,47.5,41.0,100.0,93.8,0.97,22880,2388908,2,1,13027
1.0,2.0,1.0,2.0,-5.13,33.5,32.8,100.0,96.0,0.73,22878,2388908,2,1,13027
12.0,13.0,12.0,13.0,-1.73,78.4,77.4,62.5,71.6,1.08,22039,2388908,0,1,10333
11.0,15.0,11.0,16.0,-5.07,70.1,71.6,62.5,65.1,0.8,25110,2388908,0,1,10333
11.0,14.0,11.0,14.0,-5.72,71.4,71.9,50.0,50.3,0.75,12004,2388908,0,1,10333
3.0,14.0,3.0,13.0,-6.82,55.4,57.6,62.5,68.1,0.58,24625,2388908,0,1,10333
7.0,15.0,7.0,15.0,-6.68,62.0,65.9,56.2,59.7,0.57,19673,2388908,0,1,10333
3.0,4.0,3.0,4.0,-2.86,84.2,88.5,75.0,84.8,0.96,19673,2388908,1,1,10333
1.0,4.0,1.0,4.0,-2.56,91.2,100.5,50.0,57.4,0.64,24625,2388908,1,1,10333
1.0,4.0,1.0,4.0,-8.14,49.5,54.1,25.0,29.7,0.33,25110,2388908,1,1,10333
1.0,4.0,1.0,4.0,-11.2,16.2,18.6,50.0,57.4,0.24,22039,2388908,1,1,10333
0.0,4.0,0.0,4.0,-9.55,17.0,20.1,0.0,0.0,0.14,12004,2388908,1,1,10333
11.0,9.0,11.0,9.0,1.43,99.1,97.0,66.7,76.3,1.36,22039,2388908,2,1,10333
10.0,11.0,10.0,12.0,-4.05,76.9,77.4,75.0,76.9,0.96,25110,2388908,2,1,10333
11.0,10.0,11.0,10.0,-4.44,89.5,89.1,66.7,67.1,0.95,12004,2388908,2,1,10333
2.0,10.0,2.0,9.0,-8.25,43.4,43.3,66.7,71.6,0.56,24625,2388908,2,1,10333
4.0,11.0,4.0,11.0,-7.95,54.6,58.4,50.0,51.3,0.44,19673,2388908,2,1,10333
68.0,55.0,69.0,59.0,2.96,86.0,86.6,73.3,72.2,1.28,3849,2388903,0,0,11737
66.0,57.0,67.0,59.0,1.78,78.6,78.6,82.6,81.3,1.22,21012,2388903,0,0,11737
58.0,50.0,60.0,53.0,1.67,62.9,61.8,73.3,71.7,1.13,20879,2388903,0,0,11737
55.0,63.0,59.0,67.0,-0.98,68.8,71.4,76.7,74.9,1.01,22914,2388903,0,0,11737
53.0,62.0,55.0,64.0,-2.53,79.9,80.7,65.1,64.4,0.92,21159,2388903,0,0,11737
36.0,26.0,38.0,28.0,3.22,80.6,82.0,86.7,82.9,1.32,21012,2388903,1,0,11737
36.0,23.0,37.0,25.0,4.44,72.8,71.1,77.8,72.7,1.31,20879,2388903,1,0,11737
32.0,31.0,33.0,33.0,-1.74,91.5,93.0,73.3,73.8,1.03,21159,2388903,1,0,11737
31.0,30.0,31.0,33.0,0.86,77.4,78.7,73.3,68.7,1.01,3849,2388903,1,0,11737
29.0,31.0,31.0,35.0,-2.51,69.3,71.1,86.7,81.4,0.94,22914,2388903,1,0,11737
37.0,25.0,37.0,25.0,5.26,95.4,95.3,73.2,76.1,1.58,3849,2388903,2,0,11737
30.0,31.0,29.0,30.0,0.19,76.4,74.9,78.0,79.6,1.1,21012,2388903,2,0,11737
26.0,32.0,28.0,32.0,0.71,68.2,71.7,65.9,67.8,1.08,22914,2388903,2,0,11737
22.0,27.0,23.0,27.0,-1.36,51.9,51.6,68.3,70.5,0.93,20879,2388903,2,0,11737
21.0,31.0,22.0,31.0,-3.41,67.3,67.2,56.1,54.2,0.79,21159,2388903,2,0,11737
61.0,57.0,64.0,60.0,1.1,81.3,82.5,81.4,76.9,1.16,22930,2388903,0,0,13355
62.0,65.0,64.0,69.0,0.6,79.5,80.0,72.1,72.4,1.12,23047,2388903,0,0,13355
61.0,61.0,60.0,64.0,-0.72,81.0,80.2,76.7,77.0,1.04,18670,2388903,0,0,13355
51.0,64.0,51.0,66.0,-0.68,70.2,71.0,73.3,74.2,0.97,24485,2388903,0,0,13355
52.0,57.0,51.0,61.0,-3.63,53.5,52.9,64.0,67.8,0.8,22536,2388903,0,0,13355
31.0,28.0,32.0,30.0,0.3,82.1,82.7,80.5,81.2,1.17,23047,2388903,1,0,13355
31.0,25.0,32.0,27.0,1.15,84.6,85.4,82.9,72.9,1.15,22930,2388903,1,0,13355
30.0,27.0,28.0,29.0,0.93,81.6,77.5,78.0,79.1,1.05,18670,2388903,1,0,13355
30.0,30.0,30.0,32.0,-0.27,81.9,81.2,75.6,77.1,1.03,24485,2388903,1,0,13355
24.0,27.0,23.0,30.0,-3.55,48.7,48.8,56.1,59.1,0.73,22536,2388903,1,0,13355
30.0,32.0,32.0,33.0,1.06,78.3,79.9,80.0,80.5,1.18,22930,2388903,2,0,13355
31.0,37.0,32.0,39.0,0.87,77.2,77.5,64.4,64.5,1.07,23047,2388903,2,0,13355
31.0,34.0,32.0,35.0,-2.22,80.4,82.8,75.6,75.1,1.03,18670,2388903,2,0,13355
21.0,34.0,22.0,34.0,-1.06,59.6,61.8,71.1,71.5,0.91,24485,2388903,2,0,13355
28.0,30.0,28.0,31.0,-3.71,57.9,56.6,71.1,75.7,0.85,22536,2388903,2,0,13355
15.0,14.0,16.0,13.0,1.23,68.3,71.6,82.6,86.9,1.21,21012,2388903,0,3,11737
12.0,15.0,13.0,15.0,4.89,67.7,71.8,65.2,72.5,1.19,3849,2388903,0,3,11737
14.0,12.0,16.0,11.0,1.68,52.9,57.1,73.9,72.1,1.11,20879,2388903,0,3,11737
17.0,19.0,18.0,19.0,-1.9,84.1,89.2,56.5,61.0,1.05,21159,2388903,0,3,11737
13.0,19.0,15.0,19.0,-5.28,64.4,71.1,65.2,68.1,0.84,22914,2388903,0,3,11737
10.0,4.0,11.0,4.0,6.36,79.5,82.7,91.7,96.7,1.63,21012,2388903,1,3,11737
12.0,9.0,12.0,10.0,0.07,122.4,126.3,75.0,81.2,1.45,21159,2388903,1,3,11737
7.0,3.0,8.0,3.0,4.43,35.2,40.2,91.7,84.4,1.27,20879,2388903,1,3,11737
9.0,8.0,10.0,9.0,-4.66,74.6,81.2,91.7,94.6,1.14,22914,2388903,1,3,11737
5.0,6.0,5.0,6.0,5.16,65.3,67.7,66.7,61.6,1.07,3849,2388903,1,3,11737
7.0,9.0,8.0,8.0,4.6,70.4,76.2,63.6,84.3,1.32,3849,2388903,2,3,11737
7.0,9.0,8.0,8.0,-1.32,72.2,75.4,54.5,58.7,0.94,20879,2388903,2,3,11737
5.0,10.0,6.0,9.0,-4.37,56.2,59.6,72.7,76.2,0.75,21012,2388903,2,3,11737
5.0,10.0,6.0,9.0,-4.06,42.3,48.6,36.4,39.0,0.61,21159,2388903,2,3,11737
4.0,11.0,5.0,11.0,-5.96,53.3,60.1,36.4,39.3,0.52,22914,2388903,2,3,11737
21.0,12.0,20.0,14.0,6.09,96.9,91.3,82.6,78.4,1.49,18670,2388903,0,3,13355
18.0,12.0,19.0,13.0,1.5,84.0,82.5,91.3,79.3,1.24,22930,2388903,0,3,13355
17.0,19.0,16.0,22.0,1.69,85.5,81.0,65.2,55.6,1.06,23047,2388903,0,3,13355
15.0,16.0,13.0,17.0,-1.98,74.3,69.7,60.9,56.5,0.87,24485,2388903,0,3,13355
8.0,13.0,7.0,15.0,-8.01,31.8,30.2,65.2,52.2,0.54,22536,2388903,0,3,13355
13.0,4.0,13.0,4.0,13.92,120.5,113.9,100.0,92.5,2.17,18670,2388903,1,3,13355
12.0,7.0,12.0,8.0,4.29,109.3,105.4,81.8,73.2,1.52,23047,2388903,1,3,13355
10.0,5.0,10.0,6.0,3.19,104.0,98.7,100.0,73.6,1.38,22930,2388903,1,3,13355
10.0,6.0,8.0,7.0,1.61,90.7,78.8,72.7,64.7,1.14,24485,2388903,1,3,13355
4.0,7.0,3.0,9.0,-12.08,20.7,19.2,54.5,36.4,0.31,22536,2388903,1,3,13355
8.0,7.0,9.0,7.0,-0.05,65.7,67.7,83.3,84.5,1.12,22930,2388903,2,3,13355
8.0,8.0,8.0,9.0,-1.08,75.2,70.6,66.7,65.5,0.86,18670,2388903,2,3,13355
4.0,6.0,4.0,7.0,-4.27,42.0,40.3,75.0,66.7,0.75,22536,2388903,2,3,13355
5.0,12.0,5.0,14.0,-0.69,63.8,58.5,50.0,39.4,0.64,23047,2388903,2,3,13355
5.0,10.0,5.0,10.0,-5.27,59.2,61.3,50.0,49.0,0.62,24485,2388903,2,3,13355
18.0,14.0,19.0,15.0,4.48,91.0,92.5,78.3,64.7,1.33,3849,2388903,0,1,11737
19.0,16.0,18.0,17.0,1.22,84.1,79.8,73.9,63.3,1.16,21012,2388903,0,1,11737
16.0,15.0,17.0,16.0,-1.22,75.7,77.5,82.6,77.7,1.14,22914,2388903,0,1,11737
15.0,13.0,14.0,14.0,1.59,61.6,54.1,69.6,59.2,1.0,20879,2388903,0,1,11737
15.0,15.0,16.0,16.0,-1.16,78.0,77.4,60.9,54.5,0.97,21159,2388903,0,1,11737
12.0,8.0,12.0,9.0,3.86,108.3,110.3,83.3,67.5,1.41,3849,2388903,1,1,11737
9.0,8.0,9.0,9.0,2.15,85.8,85.4,75.0,56.6,1.18,21012,2388903,1,1,11737
9.0,5.0,8.0,5.0,4.54,64.8,56.9,66.7,46.9,1.12,20879,2388903,1,1,11737
8.0,7.0,9.0,8.0,1.45,80.4,80.8,66.7,64.9,1.05,21159,2388903,1,1,11737
5.0,7.0,5.0,8.0,-5.69,54.9,54.4,83.3,74.0,0.69,22914,2388903,1,1,11737
11.0,8.0,12.0,8.0,3.66,98.3,102.6,81.8,81.8,1.63,22914,2388903,2,1,11737
6.0,6.0,6.0,6.0,5.15,72.2,73.2,72.7,61.6,1.25,3849,2388903,2,1,11737
10.0,8.0,8.0,8.0,0.19,82.2,73.8,72.7,70.7,1.14,21012,2388903,2,1,11737
7.0,8.0,7.0,8.0,-4.01,75.3,73.8,54.5,43.1,0.88,21159,2388903,2,1,11737
6.0,8.0,6.0,9.0,-1.62,58.1,51.1,72.7,72.7,0.87,20879,2388903,2,1,11737
12.0,17.0,12.0,17.0,1.61,68.5,71.7,82.6,81.2,1.1,24485,2388903,0,1,13355
16.0,14.0,17.0,14.0,-0.36,65.0,68.2,69.6,72.2,1.05,23047,2388903,0,1,13355
14.0,16.0,15.0,16.0,-1.76,73.1,75.7,73.9,76.4,1.0,22930,2388903,0,1,13355
17.0,19.0,16.0,20.0,-3.15,81.0,79.1,78.3,80.7,0.95,18670,2388903,0,1,13355
14.0,17.0,15.0,17.0,-1.23,53.4,54.9,56.5,62.7,0.83,22536,2388903,0,1,13355
7.0,9.0,7.0,9.0,2.04,76.8,80.8,72.7,75.5,1.09,24485,2388903,1,1,13355
8.0,7.0,9.0,7.0,0.4,63.2,64.7,63.6,63.7,1.04,22930,2388903,1,1,13355
7.0,7.0,7.0,7.0,0.09,69.6,74.2,81.8,81.6,1.03,23047,2388903,1,1,13355
10.0,9.0,8.0,9.0,-3.89,98.0,87.7,72.7,83.6,0.96,18670,2388903,1,1,13355
6.0,8.0,7.0,8.0,-2.02,53.0,55.2,54.5,67.4,0.83,22536,2388903,1,1,13355
5.0,8.0,5.0,8.0,1.21,60.8,63.3,91.7,86.5,1.11,24485,2388903,2,1,13355
9.0,7.0,10.0,7.0,-0.78,60.8,62.8,58.3,63.6,1.07,23047,2388903,2,1,13355
6.0,9.0,7.0,9.0,-3.75,82.2,85.8,83.3,88.0,0.96,22930,2388903,2,1,13355
7.0,10.0,7.0,10.0,-2.48,65.5,71.1,83.3,78.1,0.95,18670,2388903,2,1,13355
8.0,9.0,8.0,9.0,-0.5,53.8,54.6,58.3,58.5,0.84,22536,2388903,2,1,13355
38.0,26.0,37.0,29.0,0.97,93.5,91.7,75.0,76.5,1.34,3849,2388903,0,7,11737
32.0,27.0,34.0,29.0,2.41,81.3,81.9,87.5,88.5,1.27,21012,2388903,0,7,11737
29.0,25.0,31.0,27.0,1.72,69.3,68.9,75.0,78.6,1.22,20879,2388903,0,7,11737
26.0,29.0,27.0,31.0,1.64,67.4,68.1,80.0,77.2,1.06,22914,2388903,0,7,11737
21.0,28.0,21.0,29.0,-3.69,78.7,77.7,72.5,72.2,0.83,21159,2388903,0,7,11737
20.0,15.0,21.0,17.0,4.39,98.9,96.8,76.2,80.8,1.47,20879,2388903,1,7,11737
17.0,14.0,18.0,15.0,2.04,78.2,79.7,90.5,90.0,1.24,21012,2388903,1,7,11737
15.0,16.0,16.0,18.0,0.53,74.6,74.8,85.7,78.1,0.99,22914,2388903,1,7,11737
12.0,15.0,12.0,16.0,-4.59,80.1,80.9,76.2,74.7,0.81,21159,2388903,1,7,11737
14.0,16.0,14.0,18.0,-3.31,66.6,66.8,71.4,73.5,0.8,3849,2388903,1,7,11737
24.0,10.0,23.0,11.0,5.7,123.3,119.2,78.9,79.8,1.93,3849,2388903,2,7,11737
15.0,13.0,15.0,13.0,2.82,84.8,84.4,84.2,86.8,1.31,21012,2388903,2,7,11737
11.0,13.0,11.0,14.0,2.87,59.4,60.6,73.7,76.2,1.12,22914,2388903,2,7,11737
9.0,10.0,10.0,10.0,-1.23,36.6,38.0,73.7,76.2,0.95,20879,2388903,2,7,11737
9.0,13.0,9.0,13.0,-2.68,77.2,74.1,68.4,69.3,0.85,21159,2388903,2,7,11737
29.0,29.0,30.0,31.0,2.52,84.4,86.5,80.0,75.8,1.23,22930,2388903,0,7,13355
29.0,32.0,30.0,33.0,0.53,84.5,86.1,77.5,82.2,1.22,23047,2388903,0,7,13355
24.0,31.0,25.0,32.0,-1.25,68.9,71.4,75.0,80.3,0.97,24485,2388903,0,7,13355
30.0,27.0,29.0,29.0,-2.5,66.0,64.8,67.5,79.6,0.97,22536,2388903,0,7,13355
23.0,30.0,25.0,30.0,-3.23,71.8,74.5,72.5,74.0,0.91,18670,2388903,0,7,13355
13.0,13.0,14.0,14.0,0.39,85.7,89.7,84.2,77.7,1.1,22930,2388903,1,7,13355
12.0,14.0,13.0,14.0,-1.89,73.6,74.4,78.9,85.5,1.06,23047,2388903,1,7,13355
14.0,12.0,13.0,13.0,0.51,62.4,62.3,57.9,67.5,0.99,22536,2388903,1,7,13355
13.0,15.0,14.0,16.0,-2.7,79.8,82.8,78.9,85.2,0.95,24485,2388903,1,7,13355
7.0,14.0,7.0,15.0,-3.8,49.6,50.4,68.4,68.7,0.61,18670,2388903,1,7,13355
17.0,18.0,18.0,18.0,2.71,94.3,96.7,76.2,79.3,1.37,23047,2388903,2,7,13355
16.0,16.0,17.0,17.0,4.45,83.2,83.6,76.2,74.0,1.36,22930,2388903,2,7,13355
16.0,16.0,17.0,16.0,-2.72,91.8,96.3,76.2,78.8,1.18,18670,2388903,2,7,13355
11.0,16.0,11.0,16.0,0.05,59.1,61.2,71.4,75.8,0.99,24485,2388903,2,7,13355
16.0,15.0,16.0,16.0,-5.23,69.3,67.1,76.2,90.6,0.94,22536,2388903,2,7,13355
45.0,33.0,43.0,34.0,5.3,104.2,102.5,78.3,82.3,1.55,20607,2388928,0,0,12144
34.0,37.0,34.0,39.0,0.21,91.8,87.9,82.6,83.7,1.16,24863,2388928,0,0,12144
34.0,27.0,35.0,28.0,1.91,75.6,75.7,73.9,73.1,1.16,22570,2388928,0,0,12144
33.0,28.0,32.0,30.0,0.13,62.8,62.6,76.1,81.2,1.08,20185,2388928,0,0,12144
19.0,31.0,20.0,32.0,-2.37,55.7,55.6,65.2,73.1,0.8,2161,2388928,0,0,12144
28.0,12.0,23.0,15.0,6.63,117.7,102.3,87.0,82.4,1.65,20607,2388928,1,0,12144
21.0,15.0,20.0,18.0,3.74,110.8,101.4,82.6,78.3,1.38,24863,2388928,1,0,12144
20.0,10.0,18.0,12.0,3.8,69.1,63.3,87.0,82.3,1.27,20185,2388928,1,0,12144
16.0,10.0,15.0,12.0,1.9,69.5,64.1,87.0,81.3,1.11,22570,2388928,1,0,12144
13.0,11.0,13.0,12.0,-0.17,78.2,76.6,82.6,79.6,1.02,2161,2388928,1,0,12144
17.0,21.0,19.0,20.0,3.98,90.8,102.6,69.6,82.1,1.45,20607,2388928,2,0,12144
18.0,17.0,20.0,16.0,1.93,81.7,87.2,60.9,64.8,1.2,22570,2388928,2,0,12144
13.0,22.0,14.0,21.0,-3.31,72.9,74.4,82.6,89.1,0.93,24863,2388928,2,0,12144
13.0,18.0,14.0,18.0,-3.54,56.5,62.0,65.2,80.1,0.89,20185,2388928,2,0,12144
6.0,20.0,7.0,20.0,-4.57,33.1,34.7,47.8,66.5,0.59,2161,2388928,2,0,12144
34.0,35.0,36.0,35.0,2.38,84.3,90.4,73.9,70.0,1.19,14390,2388928,0,0,11768
34.0,31.0,30.0,33.0,-0.55,86.1,85.2,78.3,76.4,1.05,24772,2388928,0,0,11768
30.0,32.0,29.0,31.0,-3.03,61.5,59.1,71.7,75.5,0.92,17181,2388928,0,0,11768
32.0,37.0,35.0,38.0,-2.8,77.8,78.9,67.4,64.9,0.91,22777,2388928,0,0,11768
25.0,30.0,27.0,30.0,-1.27,59.6,62.6,65.2,60.0,0.88,22182,2388928,0,0,11768
24.0,14.0,25.0,16.0,2.51,99.6,101.3,82.6,76.7,1.44,14390,2388928,1,0,11768
23.0,11.0,21.0,12.0,3.65,88.2,80.3,95.7,96.8,1.43,17181,2388928,1,0,11768
23.0,12.0,19.0,16.0,0.23,98.1,88.0,91.3,86.1,1.21,24772,2388928,1,0,11768
14.0,12.0,15.0,14.0,0.21,61.6,61.1,73.9,68.6,0.99,22182,2388928,1,0,11768
14.0,18.0,15.0,21.0,-1.09,87.7,85.4,91.3,82.5,0.91,22777,2388928,1,0,11768
10.0,21.0,11.0,19.0,2.25,69.0,79.5,65.2,63.3,0.93,14390,2388928,2,0,11768
18.0,19.0,21.0,18.0,-4.51,67.9,72.5,43.5,47.3,0.91,22777,2388928,2,0,11768
11.0,19.0,12.0,17.0,-1.34,74.1,82.5,65.2,66.7,0.89,24772,2388928,2,0,11768
11.0,18.0,12.0,16.0,-2.75,57.5,64.1,56.5,51.4,0.76,22182,2388928,2,0,11768
7.0,21.0,8.0,19.0,-9.71,34.7,37.9,47.8,54.2,0.41,17181,2388928,2,0,11768
25.0,16.0,24.0,17.0,7.37,118.9,116.0,78.3,84.3,1.8,20607,2388928,0,4,12144
16.0,16.0,17.0,17.0,3.11,78.3,78.6,65.2,65.6,1.17,2161,2388928,0,4,12144
17.0,15.0,16.0,15.0,-2.58,71.8,71.2,69.6,79.3,1.07,20185,2388928,0,4,12144
15.0,15.0,16.0,15.0,-2.07,63.0,63.2,69.6,67.5,0.92,22570,2388928,0,4,12144
13.0,19.0,14.0,20.0,-1.36,68.4,69.0,73.9,72.8,0.89,24863,2388928,0,4,12144
16.0,6.0,14.0,7.0,10.58,136.4,120.1,83.3,78.6,2.02,20607,2388928,1,4,12144
10.0,6.0,10.0,7.0,7.09,95.2,93.3,75.0,71.5,1.47,2161,2388928,1,4,12144
11.0,6.0,10.0,7.0,2.78,89.6,82.2,75.0,70.6,1.29,20185,2388928,1,4,12144
7.0,9.0,7.0,11.0,0.42,75.9,75.2,75.0,70.7,0.95,24863,2388928,1,4,12144
7.0,6.0,7.0,7.0,-2.79,55.7,50.9,91.7,87.1,0.86,22570,2388928,1,4,12144
9.0,10.0,10.0,10.0,3.87,99.7,111.6,72.7,90.5,1.56,20607,2388928,2,4,12144
8.0,9.0,9.0,8.0,-1.27,71.0,76.7,45.5,46.2,0.98,22570,2388928,2,4,12144
6.0,10.0,7.0,10.0,-1.24,59.9,62.5,54.5,59.0,0.85,2161,2388928,2,4,12144
6.0,9.0,7.0,8.0,-8.43,52.4,59.1,63.6,88.8,0.82,20185,2388928,2,4,12144
6.0,10.0,6.0,9.0,-3.31,60.3,62.2,72.7,75.0,0.81,24863,2388928,2,4,12144
18.0,15.0,16.0,14.0,-0.66,58.1,52.3,69.6,74.3,1.11,17181,2388928,0,4,11768
17.0,17.0,19.0,18.0,-3.46,89.3,90.5,78.3,75.8,1.02,22777,2388928,0,4,11768
14.0,15.0,15.0,14.0,0.1,59.1,62.2,69.6,71.1,0.99,22182,2388928,0,4,11768
16.0,19.0,14.0,21.0,-0.27,87.6,84.0,73.9,75.6,0.98,24772,2388928,0,4,11768
15.0,20.0,17.0,21.0,-0.34,75.4,82.1,65.2,70.0,0.97,14390,2388928,0,4,11768
15.0,5.0,13.0,6.0,9.63,105.1,93.5,100.0,103.7,1.95,17181,2388928,1,4,11768
11.0,9.0,12.0,10.0,-0.66,101.2,109.0,72.7,78.8,1.26,14390,2388928,1,4,11768
11.0,9.0,9.0,12.0,3.69,108.8,95.5,81.8,80.2,1.2,24772,2388928,1,4,11768
7.0,4.0,7.0,4.0,1.55,55.0,52.8,72.7,71.9,1.07,22182,2388928,1,4,11768
4.0,8.0,4.0,9.0,-3.83,81.0,76.9,100.0,91.7,0.74,22777,2388928,1,4,11768
13.0,9.0,15.0,9.0,-3.12,96.9,102.9,58.3,61.1,1.28,22777,2388928,2,4,11768
7.0,11.0,8.0,10.0,-1.24,62.9,70.9,66.7,70.4,0.92,22182,2388928,2,4,11768
5.0,10.0,5.0,9.0,-3.89,68.1,73.5,66.7,71.4,0.77,24772,2388928,2,4,11768
4.0,11.0,4.0,11.0,-0.05,51.8,57.5,58.3,62.0,0.7,14390,2388928,2,4,11768
3.0,10.0,3.0,9.0,-10.09,15.1,14.5,41.7,47.4,0.34,17181,2388928,2,4,11768
21.0,18.0,20.0,19.0,1.79,115.3,106.9,91.3,94.7,1.46,24863,2388928,0,3,12144
19.0,12.0,19.0,13.0,5.9,88.2,88.1,78.3,78.6,1.43,22570,2388928,0,3,12144
20.0,17.0,18.0,18.0,3.24,89.6,88.9,78.3,80.2,1.32,20607,2388928,0,3,12144
16.0,13.0,15.0,15.0,2.84,53.8,54.1,82.6,83.1,1.13,20185,2388928,0,3,12144
3.0,15.0,3.0,15.0,-7.85,33.0,32.7,65.2,80.6,0.54,2161,2388928,0,3,12144
14.0,6.0,13.0,8.0,7.37,148.8,130.1,90.9,86.7,1.91,24863,2388928,1,3,12144
9.0,4.0,8.0,5.0,7.02,84.6,78.5,81.8,75.0,1.42,22570,2388928,1,3,12144
12.0,6.0,9.0,8.0,2.32,97.3,82.9,90.9,86.6,1.29,20607,2388928,1,3,12144
9.0,4.0,8.0,5.0,4.92,46.8,42.7,100.0,95.1,1.27,20185,2388928,1,3,12144
3.0,5.0,3.0,5.0,-8.09,59.6,58.3,90.9,88.5,0.68,2161,2388928,1,3,12144
10.0,8.0,11.0,8.0,4.86,91.5,96.9,75.0,81.9,1.45,22570,2388928,2,3,12144
8.0,11.0,9.0,10.0,4.08,82.6,94.4,66.7,74.3,1.34,20607,2388928,2,3,12144
7.0,12.0,7.0,11.0,-3.32,84.5,85.6,91.7,102.1,1.06,24863,2388928,2,3,12144
7.0,9.0,8.0,9.0,0.93,60.2,64.5,66.7,72.1,1.0,20185,2388928,2,3,12144
0.0,10.0,0.0,10.0,-7.62,8.6,9.3,41.7,73.3,0.41,2161,2388928,2,3,12144
19.0,15.0,20.0,14.0,5.1,93.2,98.7,82.6,70.0,1.42,14390,2388928,0,3,11768
18.0,12.0,16.0,12.0,-0.84,84.7,86.5,82.6,77.2,1.12,24772,2388928,0,3,11768
15.0,20.0,16.0,20.0,-2.14,66.3,67.4,56.5,54.1,0.84,22777,2388928,0,3,11768
12.0,17.0,12.0,17.0,-5.4,64.8,66.0,73.9,76.7,0.78,17181,2388928,0,3,11768
11.0,15.0,12.0,16.0,-2.64,60.0,62.9,60.9,48.9,0.78,22182,2388928,0,3,11768
13.0,5.0,13.0,6.0,5.42,98.1,94.3,91.7,74.8,1.61,14390,2388928,1,3,11768
12.0,3.0,10.0,4.0,-2.94,88.3,81.2,100.0,91.5,1.21,24772,2388928,1,3,11768
10.0,10.0,10.0,11.0,1.42,93.8,93.3,83.3,74.1,1.1,22777,2388928,1,3,11768
8.0,6.0,8.0,7.0,-1.82,72.8,68.3,91.7,90.6,1.02,17181,2388928,1,3,11768
7.0,8.0,8.0,9.0,-1.01,67.7,68.7,75.0,65.6,0.92,22182,2388928,1,3,11768
6.0,10.0,7.0,8.0,4.75,87.8,103.4,72.7,64.7,1.22,14390,2388928,2,3,11768
6.0,9.0,7.0,8.0,1.45,80.7,92.3,63.6,61.6,1.02,24772,2388928,2,3,11768
4.0,7.0,5.0,6.0,-4.41,51.6,56.6,45.5,30.7,0.62,22182,2388928,2,3,11768
5.0,10.0,6.0,9.0,-6.03,36.2,39.3,27.3,32.3,0.56,22777,2388928,2,3,11768
4.0,11.0,5.0,10.0,-9.3,56.1,63.5,54.5,61.6,0.52,17181,2388928,2,3,11768
81.0,63.0,82.0,64.0,3.13,98.2,96.0,71.9,70.4,1.39,21667,2388901,0,0,12394
65.0,50.0,58.0,53.0,2.24,72.2,68.9,74.2,73.4,1.13,21348,2388901,0,0,12394
59.0,59.0,61.0,60.0,1.93,71.8,73.5,74.2,70.3,1.1,18506,2388901,0,0,12394
49.0,65.0,49.0,63.0,-2.54,63.3,63.8,68.5,66.1,0.83,11840,2388901,0,0,12394
44.0,58.0,45.0,58.0,-2.96,59.2,59.8,66.3,67.9,0.81,20357,2388901,0,0,12394
