matchID,team1,score1,team2,score2,event,url
2389451,9z,0.0,Gaimin Gladiators,2.0,BetBoom Circuit X Redemption Curitiba 2026,https://www.hltv.org/matches/2389451/9z-vs-gaimin-gladiators-betboom-circuit-x-redemption-curitiba-2026
