k,d,ek,ed,roundswing,adr,eadr,kast,ekast,rating,playerid,matchid,sideid,mapid,teamid
6.0,15.0,7.0,13.0,-0.42,40.6,45.4,57.1,61.1,0.72,15631,2389280,2,0,8297
9.0,19.0,9.0,18.0,-3.48,51.8,55.4,57.1,60.2,0.66,24144,2389280,2,0,8297
8.0,19.0,10.0,16.0,-4.05,36.1,45.7,42.9,56.8,0.64,2023,2389280,2,0,8297
6.0,16.0,6.0,14.0,-7.85,43.5,46.8,52.4,39.1,0.46,12553,2389280,2,0,8297
20.0,13.0,20.0,15.0,3.41,94.9,92.3,76.2,72.7,1.51,22471,2389280,0,6,12467
14.0,13.0,12.0,14.0,7.45,62.3,59.7,81.0,77.7,1.36,23685,2389280,0,6,12467
19.0,11.0,20.0,12.0,-1.76,99.7,98.2,81.0,78.7,1.34,19235,2389280,0,6,12467
14.0,7.0,12.0,8.0,3.06,70.4,65.8,81.0,78.2,1.25,13776,2389280,0,6,12467
9.0,16.0,8.0,18.0,-2.36,58.1,56.3,71.4,71.3,0.74,22929,2389280,0,6,12467
12.0,4.0,12.0,5.0,13.96,121.3,118.2,88.9,77.2,2.33,22471,2389280,1,6,12467
9.0,4.0,7.0,5.0,16.21,75.4,66.9,100.0,86.3,1.96,23685,2389280,1,6,12467
5.0,3.0,5.0,4.0,-2.18,79.2,73.4,88.9,74.7,0.99,19235,2389280,1,6,12467
4.0,2.0,3.0,3.0,-0.88,41.2,33.9,77.8,67.1,0.84,13776,2389280,1,6,12467
4.0,5.0,3.0,6.0,-3.67,62.4,54.8,77.8,74.0,0.65,22929,2389280,1,6,12467
14.0,8.0,15.0,8.0,-1.45,115.1,116.8,75.0,81.6,1.6,19235,2389280,2,6,12467
10.0,5.0,9.0,5.0,6.01,92.3,89.7,83.3,86.6,1.55,13776,2389280,2,6,12467
5.0,9.0,5.0,9.0,0.87,52.5,54.2,66.7,71.3,0.92,23685,2389280,2,6,12467
8.0,9.0,8.0,10.0,-4.51,75.0,72.8,66.7,69.3,0.89,22471,2389280,2,6,12467
5.0,11.0,5.0,12.0,-1.38,54.9,57.5,66.7,69.3,0.81,22929,2389280,2,6,12467
14.0,16.0,16.0,16.0,1.25,87.8,89.8,66.7,63.8,1.1,13915,2389280,0,6,8297
11.0,15.0,13.0,15.0,-0.29,64.2,76.1,66.7,67.5,0.96,2023,2389280,0,6,8297
14.0,15.0,15.0,16.0,-5.79,56.4,60.2,66.7,71.9,0.86,24144,2389280,0,6,8297
10.0,17.0,11.0,17.0,-4.03,67.9,74.7,76.2,65.4,0.8,12553,2389280,0,6,8297
10.0,13.0,10.0,13.0,-0.92,45.6,47.4,66.7,66.2,0.72,15631,2389280,0,6,8297
8.0,11.0,9.0,11.0,1.26,93.2,99.2,75.0,80.5,1.13,12553,2389280,1,6,8297
7.0,8.0,7.0,8.0,2.26,94.3,94.7,75.0,68.5,1.1,13915,2389280,1,6,8297
11.0,8.0,11.0,9.0,-4.05,75.3,76.3,75.0,81.0,1.01,24144,2389280,1,6,8297
7.0,8.0,8.0,9.0,-0.4,72.7,84.6,83.3,72.4,1.01,2023,2389280,1,6,8297
8.0,7.0,7.0,8.0,1.39,50.8,50.9,66.7,60.8,0.83,15631,2389280,1,6,8297
7.0,8.0,8.0,8.0,-0.1,79.1,83.2,55.6,57.6,1.11,13915,2389280,2,6,8297
4.0,7.0,5.0,6.0,-0.16,52.9,64.8,44.4,61.0,0.9,2023,2389280,2,6,8297
3.0,7.0,4.0,7.0,-8.12,31.1,38.7,55.6,59.6,0.66,24144,2389280,2,6,8297
2.0,6.0,2.0,5.0,-3.99,38.6,42.7,66.7,73.4,0.57,15631,2389280,2,6,8297
2.0,6.0,2.0,5.0,-11.08,34.1,42.0,77.8,45.2,0.36,12553,2389280,2,6,8297
17.0,12.0,19.0,14.0,0.65,71.8,72.1,91.7,82.8,1.2,13776,2389280,0,7,12467
16.0,14.0,17.0,14.0,3.61,62.1,61.2,79.2,67.3,1.16,22471,2389280,0,7,12467
19.0,13.0,16.0,13.0,0.75,83.0,75.0,75.0,61.9,1.11,19235,2389280,0,7,12467
21.0,15.0,19.0,15.0,-2.97,71.0,67.5,70.8,69.8,1.01,23685,2389280,0,7,12467
12.0,15.0,10.0,14.0,-3.54,72.5,64.7,75.0,71.6,0.84,22929,2389280,0,7,12467
16.0,6.0,13.0,6.0,3.02,110.7,98.0,83.3,78.1,1.52,23685,2389280,1,7,12467
10.0,7.0,9.0,7.0,6.61,101.1,94.3,83.3,66.8,1.44,19235,2389280,1,7,12467
9.0,5.0,9.0,6.0,5.81,56.2,55.0,91.7,76.4,1.28,22471,2389280,1,7,12467
9.0,6.0,10.0,7.0,-2.49,71.9,72.3,100.0,99.0,1.23,13776,2389280,1,7,12467
9.0,6.0,7.0,6.0,-4.75,99.6,82.2,83.3,75.6,0.96,22929,2389280,1,7,12467
8.0,6.0,8.0,7.0,3.79,71.7,71.9,83.3,66.6,1.17,13776,2389280,2,7,12467
7.0,9.0,8.0,9.0,1.4,67.9,67.3,66.7,58.2,1.05,22471,2389280,2,7,12467
9.0,6.0,6.0,6.0,-5.12,64.8,55.7,66.7,56.9,0.78,19235,2389280,2,7,12467
3.0,9.0,3.0,8.0,-2.34,45.3,47.1,66.7,67.6,0.73,22929,2389280,2,7,12467
5.0,9.0,6.0,9.0,-8.95,31.2,36.9,58.3,61.4,0.51,23685,2389280,2,7,12467
15.0,15.0,16.0,14.0,6.04,66.6,69.3,70.8,74.0,1.34,15631,2389280,0,7,8297
19.0,17.0,19.0,16.0,2.32,93.0,97.4,62.5,59.9,1.24,13915,2389280,0,7,8297
10.0,16.0,10.0,14.0,-1.21,57.4,58.1,58.3,56.2,0.81,12553,2389280,0,7,8297
13.0,18.0,11.0,18.0,-1.95,56.5,53.3,62.5,59.4,0.72,24144,2389280,0,7,8297
9.0,20.0,11.0,19.0,-3.7,44.8,50.6,54.2,64.8,0.67,2023,2389280,0,7,8297
11.0,6.0,12.0,6.0,9.83,91.2,91.2,91.7,96.0,1.83,15631,2389280,1,7,8297
9.0,7.0,9.0,7.0,2.71,90.2,86.0,66.7,66.8,1.19,13915,2389280,1,7,8297
6.0,6.0,6.0,6.0,3.01,64.2,65.8,83.3,78.0,1.09,12553,2389280,1,7,8297
5.0,8.0,5.0,9.0,-0.43,66.2,69.7,66.7,75.9,0.87,2023,2389280,1,7,8297
7.0,6.0,5.0,7.0,-3.9,45.8,38.8,66.7,58.2,0.69,24144,2389280,1,7,8297
10.0,10.0,10.0,9.0,1.93,95.7,108.8,58.3,53.1,1.3,13915,2389280,2,7,8297
4.0,9.0,4.0,8.0,2.26,42.1,47.5,50.0,51.9,0.84,15631,2389280,2,7,8297
6.0,12.0,5.0,12.0,-0.01,67.3,67.9,58.3,60.6,0.75,24144,2389280,2,7,8297
4.0,10.0,4.0,9.0,-5.43,50.6,50.4,33.3,34.5,0.53,12553,2389280,2,7,8297
4.0,12.0,5.0,10.0,-6.97,23.5,31.5,41.7,53.8,0.47,2023,2389280,2,7,8297
37.0,34.0,38.0,35.0,3.88,88.0,88.8,74.5,77.5,1.36,24485,2389125,0,0,13355
30.0,28.0,31.0,28.0,2.88,74.0,74.3,78.7,87.4,1.26,18670,2389125,0,0,13355
38.0,28.0,36.0,28.0,2.08,81.8,77.8,72.3,69.3,1.25,22930,2389125,0,0,13355
28.0,28.0,30.0,28.0,4.06,66.7,68.9,74.5,72.3,1.24,23047,2389125,0,0,13355
31.0,29.0,29.0,32.0,-0.12,55.7,54.4,74.5,77.0,0.97,22536,2389125,0,0,13355
18.0,9.0,19.0,9.0,7.5,93.0,97.1,90.0,87.7,1.74,23047,2389125,1,0,13355
21.0,8.0,19.0,8.0,7.22,102.5,95.2,95.0,86.6,1.69,22930,2389125,1,0,13355
17.0,10.0,17.0,11.0,4.44,93.5,90.4,95.0,91.5,1.51,18670,2389125,1,0,13355
12.0,13.0,13.0,14.0,0.43,73.5,75.6,85.0,87.8,1.11,24485,2389125,1,0,13355
14.0,9.0,11.0,10.0,-0.63,55.8,49.4,75.0,81.1,0.96,22536,2389125,1,0,13355
25.0,21.0,25.0,21.0,6.44,98.9,98.6,66.7,69.8,1.55,24485,2389125,2,0,13355
13.0,18.0,13.0,17.0,1.72,59.5,62.4,66.7,84.3,1.07,18670,2389125,2,0,13355
17.0,20.0,18.0,21.0,0.26,55.7,58.1,74.1,74.0,0.98,22536,2389125,2,0,13355
17.0,20.0,17.0,20.0,-1.74,66.4,65.0,55.6,56.4,0.92,22930,2389125,2,0,13355
10.0,19.0,11.0,19.0,1.52,47.2,48.1,63.0,60.9,0.86,23047,2389125,2,0,13355
31.0,30.0,32.0,30.0,0.39,67.9,68.8,76.6,66.4,1.06,14176,2389125,0,0,11609
30.0,32.0,31.0,33.0,-3.23,82.4,82.8,74.5,70.5,0.97,7168,2389125,0,0,11609
30.0,28.0,28.0,29.0,-1.87,65.1,64.7,63.8,65.3,0.91,22481,2389125,0,0,11609
29.0,35.0,29.0,36.0,-3.74,67.5,66.5,63.8,60.8,0.85,19738,2389125,0,0,11609
27.0,40.0,27.0,42.0,-4.33,64.6,64.9,61.7,62.7,0.73,21971,2389125,0,0,11609
20.0,15.0,21.0,15.0,-2.32,87.0,89.0,85.2,77.5,1.16,7168,2389125,1,0,11609
22.0,19.0,22.0,21.0,-0.5,86.6,87.5,74.1,72.5,1.09,19738,2389125,1,0,11609
20.0,12.0,18.0,13.0,-0.49,73.1,72.7,63.0,64.2,1.03,22481,2389125,1,0,11609
17.0,16.0,18.0,17.0,-1.97,65.7,65.5,77.8,66.0,0.96,14176,2389125,1,0,11609
19.0,21.0,19.0,23.0,-2.92,77.3,76.1,74.1,70.1,0.88,21971,2389125,1,0,11609
14.0,14.0,15.0,13.0,3.58,71.0,73.2,75.0,66.9,1.2,14176,2389125,2,0,11609
10.0,16.0,10.0,16.0,-3.74,54.3,53.8,65.0,66.8,0.74,22481,2389125,2,0,11609
10.0,17.0,10.0,17.0,-4.45,76.0,74.6,60.0,61.1,0.73,7168,2389125,2,0,11609
8.0,19.0,9.0,19.0,-6.24,47.3,49.8,45.0,52.6,0.53,21971,2389125,2,0,11609
7.0,16.0,7.0,15.0,-8.12,41.6,38.2,50.0,45.0,0.53,19738,2389125,2,0,11609
23.0,17.0,24.0,17.0,4.76,79.4,81.6,86.2,93.8,1.5,18670,2389125,0,4,13355
18.0,17.0,19.0,17.0,4.3,72.2,75.6,69.0,74.1,1.34,23047,2389125,0,4,13355
20.0,19.0,20.0,19.0,1.41,76.2,75.6,72.4,69.8,1.15,22930,2389125,0,4,13355
17.0,22.0,18.0,23.0,0.07,65.0,66.5,58.6,63.5,0.95,24485,2389125,0,4,13355
18.0,19.0,17.0,21.0,-1.46,53.5,54.0,69.0,74.5,0.88,22536,2389125,0,4,13355
14.0,8.0,15.0,8.0,8.06,106.2,112.3,85.7,93.5,1.9,23047,2389125,1,4,13355
11.0,7.0,11.0,7.0,5.73,82.9,82.5,92.9,84.3,1.44,22930,2389125,1,4,13355
10.0,7.0,11.0,7.0,1.08,71.3,72.6,92.9,91.3,1.21,18670,2389125,1,4,13355
8.0,10.0,9.0,10.0,-0.32,74.6,76.7,78.6,85.5,1.04,24485,2389125,1,4,13355
9.0,8.0,8.0,9.0,-3.53,49.8,46.3,64.3,76.6,0.79,22536,2389125,1,4,13355
13.0,10.0,13.0,9.0,8.2,87.1,90.0,80.0,96.1,1.76,18670,2389125,2,4,13355
9.0,11.0,10.0,12.0,0.47,56.9,61.2,73.3,72.5,0.97,22536,2389125,2,4,13355
9.0,12.0,9.0,12.0,-2.62,69.9,69.2,53.3,56.3,0.88,22930,2389125,2,4,13355
9.0,12.0,9.0,12.0,0.43,56.0,57.1,40.0,43.0,0.87,24485,2389125,2,4,13355
4.0,9.0,4.0,9.0,0.79,40.5,41.3,53.3,56.0,0.82,23047,2389125,2,4,13355
20.0,17.0,20.0,17.0,1.08,76.3,76.7,72.4,61.3,1.14,14176,2389125,0,4,11609
22.0,18.0,21.0,18.0,-0.83,74.5,69.7,72.4,68.4,1.09,19738,2389125,0,4,11609
17.0,20.0,18.0,22.0,-3.66,86.3,86.9,75.9,72.5,0.96,7168,2389125,0,4,11609
16.0,16.0,15.0,18.0,-1.76,52.9,48.9,69.0,70.8,0.85,22481,2389125,0,4,11609
19.0,25.0,20.0,27.0,-3.91,72.0,74.3,69.0,70.5,0.83,21971,2389125,0,4,11609
15.0,8.0,14.0,9.0,3.43,88.5,83.9,73.3,72.2,1.38,19738,2389125,1,4,11609
12.0,9.0,12.0,9.0,-1.91,90.1,88.6,66.7,58.4,1.11,14176,2389125,1,4,11609
11.0,12.0,11.0,13.0,-2.58,78.6,80.2,86.7,81.5,0.93,21971,2389125,1,4,11609
8.0,9.0,9.0,10.0,-5.59,76.1,80.1,80.0,73.0,0.92,7168,2389125,1,4,11609
8.0,6.0,7.0,7.0,-0.62,51.4,48.0,66.7,71.6,0.88,22481,2389125,1,4,11609
8.0,8.0,8.0,8.0,4.28,61.6,63.9,78.6,64.4,1.16,14176,2389125,2,4,11609
9.0,11.0,9.0,12.0,-1.59,97.1,94.2,71.4,71.9,1.01,7168,2389125,2,4,11609
8.0,10.0,7.0,11.0,-2.99,54.5,49.9,71.4,69.9,0.82,22481,2389125,2,4,11609
7.0,10.0,7.0,10.0,-5.39,59.5,54.6,71.4,64.3,0.78,19738,2389125,2,4,11609
8.0,13.0,9.0,13.0,-5.34,64.9,68.1,50.0,58.6,0.72,21971,2389125,2,4,11609
20.0,12.0,20.0,12.0,10.02,125.2,124.8,100.0,99.9,2.17,24485,2389125,0,3,13355
18.0,9.0,16.0,9.0,3.15,90.8,81.4,72.2,68.4,1.42,22930,2389125,0,3,13355
13.0,10.0,12.0,11.0,2.04,59.3,55.1,83.3,81.1,1.14,22536,2389125,0,3,13355
10.0,11.0,11.0,11.0,3.68,57.8,58.1,83.3,69.4,1.08,23047,2389125,0,3,13355
7.0,11.0,7.0,12.0,-0.15,65.1,62.7,66.7,77.1,1.06,18670,2389125,0,3,13355
7.0,3.0,7.0,4.0,12.3,145.2,132.0,100.0,92.0,2.32,18670,2389125,1,3,13355
10.0,1.0,8.0,1.0,10.7,148.3,124.8,100.0,92.0,2.32,22930,2389125,1,3,13355
5.0,1.0,4.0,1.0,6.12,69.7,56.7,100.0,91.7,1.42,22536,2389125,1,3,13355
4.0,1.0,4.0,1.0,6.17,62.2,61.4,100.0,74.0,1.41,23047,2389125,1,3,13355
4.0,3.0,4.0,3.0,2.18,70.7,73.1,100.0,93.1,1.29,24485,2389125,1,3,13355
16.0,9.0,16.0,9.0,13.95,152.4,150.6,100.0,103.4,2.61,24485,2389125,2,3,13355
8.0,9.0,9.0,9.0,-0.01,54.1,54.3,75.0,75.9,1.01,22536,2389125,2,3,13355
8.0,8.0,8.0,8.0,-0.63,62.0,59.6,58.3,56.6,0.97,22930,2389125,2,3,13355
6.0,10.0,6.0,10.0,2.43,55.6,56.5,75.0,67.1,0.92,23047,2389125,2,3,13355
0.0,8.0,0.0,8.0,-6.37,25.1,28.0,50.0,69.7,0.42,18670,2389125,2,3,13355
13.0,12.0,13.0,11.0,-2.54,76.1,76.3,72.2,67.4,1.06,7168,2389125,0,3,11609
14.0,12.0,13.0,11.0,-2.04,84.7,90.0,55.6,56.5,1.01,22481,2389125,0,3,11609
11.0,13.0,12.0,13.0,-0.72,54.3,56.0,83.3,74.6,0.96,14176,2389125,0,3,11609
8.0,15.0,8.0,15.0,-5.01,52.6,49.7,50.0,50.1,0.62,21971,2389125,0,3,11609
7.0,17.0,8.0,18.0,-8.43,56.1,61.3,50.0,48.6,0.54,19738,2389125,0,3,11609
12.0,6.0,12.0,5.0,1.76,100.7,100.1,91.7,83.0,1.49,7168,2389125,1,3,11609
12.0,6.0,11.0,6.0,-0.32,100.2,103.5,58.3,55.0,1.27,22481,2389125,1,3,11609
8.0,9.0,8.0,10.0,-3.35,75.8,71.1,58.3,55.9,0.82,21971,2389125,1,3,11609
5.0,7.0,6.0,8.0,-2.05,35.2,36.6,91.7,75.5,0.8,14176,2389125,1,3,11609
7.0,11.0,8.0,12.0,-5.4,84.2,91.9,75.0,72.8,0.77,19738,2389125,1,3,11609
6.0,6.0,7.0,6.0,1.94,92.7,94.8,66.7,72.8,1.27,14176,2389125,2,3,11609
2.0,6.0,2.0,5.0,-5.48,53.8,62.8,50.0,59.6,0.5,22481,2389125,2,3,11609
0.0,6.0,0.0,5.0,-8.34,6.2,7.0,33.3,38.5,0.22,21971,2389125,2,3,11609
1.0,6.0,1.0,5.0,-11.12,26.8,28.6,33.3,36.0,0.2,7168,2389125,2,3,11609
0.0,6.0,0.0,5.0,-14.49,0.0,0.0,0.0,0.0,0.08,19738,2389125,2,3,11609
38.0,31.0,37.0,32.0,2.7,105.5,102.6,83.7,80.8,1.38,14929,2389608,0,0,7532
29.0,25.0,29.0,27.0,3.47,74.3,71.0,79.1,73.8,1.22,15165,2389608,0,0,7532
36.0,27.0,35.0,29.0,0.42,77.3,76.4,76.7,75.2,1.2,14932,2389608,0,0,7532
32.0,25.0,29.0,28.0,2.43,63.6,59.4,76.7,72.4,1.12,22884,2389608,0,0,7532
25.0,27.0,25.0,27.0,-1.3,64.9,63.5,69.8,66.7,0.95,5794,2389608,0,0,7532
19.0,11.0,19.0,12.0,4.66,105.1,101.6,84.2,76.3,1.49,14929,2389608,1,0,7532
15.0,12.0,15.0,14.0,7.83,103.3,94.6,78.9,65.8,1.41,15165,2389608,1,0,7532
18.0,9.0,15.0,11.0,2.6,74.3,67.4,89.5,80.2,1.22,22884,2389608,1,0,7532
15.0,11.0,14.0,12.0,-4.96,63.6,65.6,73.7,71.5,0.89,14932,2389608,1,0,7532
9.0,12.0,9.0,13.0,-0.92,65.7,63.5,73.7,60.6,0.84,5794,2389608,1,0,7532
21.0,16.0,21.0,17.0,4.67,88.1,85.0,79.2,78.1,1.45,14932,2389608,2,0,7532
19.0,20.0,18.0,20.0,1.14,105.8,103.3,83.3,84.3,1.3,14929,2389608,2,0,7532
14.0,13.0,15.0,13.0,0.01,51.4,52.4,79.2,80.2,1.06,15165,2389608,2,0,7532
14.0,16.0,14.0,17.0,2.29,55.1,53.1,66.7,66.1,1.04,22884,2389608,2,0,7532
16.0,15.0,16.0,15.0,-1.59,64.2,63.5,66.7,71.6,1.04,5794,2389608,2,0,7532
31.0,30.0,31.0,29.0,0.9,78.6,82.2,72.1,74.4,1.12,24083,2389608,0,0,12474
30.0,30.0,29.0,30.0,-0.82,84.1,81.3,79.1,68.9,1.04,22860,2389608,0,0,12474
23.0,32.0,25.0,31.0,-1.61,58.3,63.2,72.1,74.3,0.89,22760,2389608,0,0,12474
25.0,34.0,28.0,34.0,-2.73,66.7,68.0,62.8,66.7,0.83,7443,2389608,0,0,12474
26.0,34.0,27.0,38.0,-3.44,61.8,63.6,58.1,57.0,0.74,16487,2389608,0,0,12474
18.0,16.0,16.0,16.0,0.32,86.6,88.3,79.2,80.9,1.1,24083,2389608,1,0,12474
14.0,16.0,15.0,16.0,-1.04,67.9,73.8,75.0,76.4,0.94,22760,2389608,1,0,12474
15.0,16.0,14.0,16.0,-1.25,83.9,78.3,83.3,67.0,0.94,22860,2389608,1,0,12474
16.0,18.0,19.0,19.0,-2.79,69.7,72.8,79.2,70.2,0.88,7443,2389608,1,0,12474
17.0,18.0,17.0,21.0,-1.76,64.4,64.8,62.5,59.0,0.84,16487,2389608,1,0,12474
15.0,14.0,15.0,13.0,-0.29,84.3,85.1,73.7,71.4,1.17,22860,2389608,2,0,12474
13.0,14.0,14.0,13.0,1.62,68.4,74.5,63.2,66.2,1.16,24083,2389608,2,0,12474
9.0,16.0,10.0,14.0,-2.34,46.3,49.9,68.4,71.7,0.82,22760,2389608,2,0,12474
9.0,16.0,9.0,15.0,-2.66,62.8,61.9,42.1,62.2,0.78,7443,2389608,2,0,12474
9.0,16.0,9.0,17.0,-5.56,58.5,62.2,52.6,54.5,0.61,16487,2389608,2,0,12474
19.0,12.0,18.0,12.0,5.81,122.9,120.8,89.5,84.5,1.72,14929,2389608,0,4,7532
12.0,8.0,12.0,9.0,3.36,53.9,51.1,78.9,72.9,1.21,22884,2389608,0,4,7532
13.0,12.0,14.0,13.0,1.76,72.4,73.0,68.4,65.9,1.18,5794,2389608,0,4,7532
13.0,10.0,13.0,11.0,1.99,68.6,62.6,78.9,74.4,1.14,15165,2389608,0,4,7532
12.0,10.0,11.0,11.0,0.4,62.8,62.0,73.7,71.9,1.05,14932,2389608,0,4,7532
7.0,2.0,7.0,2.0,9.98,104.0,105.3,85.7,67.8,1.9,14929,2389608,1,4,7532
7.0,4.0,7.0,4.0,4.69,114.9,111.1,71.4,66.4,1.59,5794,2389608,1,4,7532
6.0,4.0,6.0,5.0,2.76,109.3,91.3,71.4,55.9,1.18,15165,2389608,1,4,7532
4.0,2.0,4.0,3.0,0.25,39.3,35.9,100.0,82.9,0.97,22884,2389608,1,4,7532
4.0,4.0,4.0,5.0,-2.06,47.6,49.8,57.1,54.7,0.7,14932,2389608,1,4,7532
12.0,10.0,11.0,10.0,3.37,134.0,129.8,91.7,94.2,1.62,14929,2389608,2,4,7532
8.0,6.0,9.0,7.0,5.17,62.4,60.0,66.7,67.0,1.35,22884,2389608,2,4,7532
8.0,6.0,8.0,6.0,1.84,71.7,69.2,83.3,82.0,1.26,14932,2389608,2,4,7532
7.0,6.0,7.0,6.0,1.54,44.9,45.8,83.3,85.2,1.11,15165,2389608,2,4,7532
6.0,8.0,7.0,8.0,0.05,47.6,50.8,66.7,65.6,0.94,5794,2389608,2,4,7532
9.0,13.0,10.0,12.0,-1.39,59.7,66.6,68.4,72.6,0.91,22760,2389608,0,4,12474
12.0,12.0,11.0,12.0,-1.22,71.1,65.1,78.9,59.2,0.89,22860,2389608,0,4,12474
11.0,15.0,13.0,16.0,-0.89,71.9,73.7,63.2,56.6,0.89,7443,2389608,0,4,12474
11.0,14.0,11.0,14.0,-2.37,72.1,80.0,63.2,66.7,0.86,24083,2389608,0,4,12474
9.0,15.0,10.0,17.0,-7.45,41.5,43.2,63.2,64.4,0.51,16487,2389608,0,4,12474
9.0,8.0,9.0,8.0,-0.23,80.5,86.6,66.7,67.7,1.03,24083,2389608,1,4,12474
8.0,9.0,9.0,10.0,-1.66,68.1,71.9,75.0,55.3,0.86,7443,2389608,1,4,12474
6.0,8.0,7.0,8.0,-2.75,66.7,76.6,58.3,59.2,0.82,22760,2389608,1,4,12474
6.0,7.0,5.0,7.0,-2.45,71.1,60.0,83.3,58.7,0.73,22860,2389608,1,4,12474
7.0,9.0,7.0,11.0,-4.89,52.8,53.6,66.7,63.2,0.63,16487,2389608,1,4,12474
6.0,5.0,6.0,5.0,0.89,71.0,73.9,71.4,60.1,1.18,22860,2389608,2,4,12474
3.0,5.0,3.0,4.0,0.95,47.9,49.5,85.7,95.6,1.06,22760,2389608,2,4,12474
3.0,6.0,3.0,6.0,0.42,78.6,76.7,42.9,58.9,0.94,7443,2389608,2,4,12474
2.0,6.0,2.0,6.0,-6.05,57.6,68.8,57.1,65.0,0.58,24083,2389608,2,4,12474
2.0,6.0,3.0,6.0,-11.84,22.0,25.4,57.1,66.5,0.3,16487,2389608,2,4,12474
24.0,17.0,24.0,18.0,0.43,88.8,87.8,79.2,77.8,1.34,14932,2389608,0,3,7532
16.0,15.0,16.0,16.0,4.63,78.8,77.7,79.2,73.3,1.29,15165,2389608,0,3,7532
19.0,19.0,19.0,20.0,0.23,91.7,88.2,79.2,77.8,1.14,14929,2389608,0,3,7532
20.0,17.0,17.0,18.0,1.7,71.2,66.0,75.0,72.0,1.05,22884,2389608,0,3,7532
12.0,15.0,11.0,15.0,-3.72,58.9,56.0,70.8,67.4,0.82,5794,2389608,0,3,7532
9.0,8.0,9.0,9.0,10.8,99.8,96.4,83.3,71.6,1.56,15165,2389608,1,3,7532
14.0,7.0,11.0,8.0,3.97,94.7,85.7,83.3,78.7,1.38,22884,2389608,1,3,7532
12.0,9.0,11.0,10.0,1.56,105.8,99.5,83.3,81.3,1.27,14929,2389608,1,3,7532
11.0,7.0,11.0,7.0,-6.65,73.0,74.8,83.3,81.3,1.02,14932,2389608,1,3,7532
2.0,8.0,2.0,8.0,-4.2,37.1,35.7,75.0,57.2,0.49,5794,2389608,1,3,7532
13.0,10.0,13.0,11.0,7.51,104.5,100.9,75.0,74.3,1.66,14932,2389608,2,3,7532
10.0,7.0,9.0,6.0,-3.24,80.8,76.3,66.7,77.6,1.14,5794,2389608,2,3,7532
7.0,10.0,7.0,10.0,-1.1,77.6,76.9,75.0,74.3,1.01,14929,2389608,2,3,7532
7.0,7.0,7.0,7.0,-1.53,57.8,59.1,75.0,75.1,1.01,15165,2389608,2,3,7532
