matchid,playerid,teamid,mapid,sideid,k,d,ek,ed,roundswing,adr,eadr,kast,ekast,rating
2389436,16814,6033,4,2,10.0,13.0,10.0,14.0,-4.62,71.3,69.9,66.7,73.8,0.78
2389436,17585,6033,4,2,7.0,12.0,7.0,12.0,-6.66,65.9,66.8,53.3,53.2,0.69
2389436,18891,6033,4,2,5.0,14.0,5.0,14.0,-4.88,44.1,44.2,46.7,49.9,0.56
2389436,14737,9996,4,0,26.0,15.0,24.0,17.0,3.43,74.4,69.9,76.7,70.7,1.28
2389436,14736,9996,4,0,24.0,16.0,25.0,17.0,0.71,84.8,82.4,73.3,74.3,1.25
2389436,22613,9996,4,0,23.0,20.0,23.0,20.0,1.6,92.3,90.0,63.3,74.9,1.23
2389436,20394,9996,4,0,20.0,24.0,21.0,24.0,-0.47,72.7,74.3,66.7,72.3,1.05
2389436,12092,9996,4,0,17.0,20.0,17.0,21.0,-3.71,63.8,66.3,73.3,74.5,0.86
2389436,14736,9996,4,1,15.0,8.0,15.0,9.0,5.53,101.5,97.7,73.3,75.2,1.53
2389436,22613,9996,4,1,14.0,9.0,14.0,9.0,5.38,104.3,103.9,73.3,74.4,1.47
2389436,14737,9996,4,1,15.0,7.0,14.0,8.0,4.2,83.5,77.8,80.0,68.6,1.41
2389436,20394,9996,4,1,8.0,12.0,9.0,12.0,-2.84,58.4,64.9,66.7,77.5,0.84
2389436,12092,9996,4,1,8.0,11.0,9.0,11.0,-6.61,64.7,73.3,80.0,83.0,0.79
2389436,20394,9996,4,2,12.0,12.0,12.0,12.0,1.9,87.0,83.7,66.7,67.1,1.26
2389436,14737,9996,4,2,11.0,8.0,10.0,9.0,2.67,65.3,61.9,73.3,72.8,1.15
2389436,22613,9996,4,2,9.0,11.0,8.0,11.0,-2.17,80.4,76.1,53.3,75.3,0.99
2389436,14736,9996,4,2,9.0,8.0,9.0,8.0,-4.11,68.2,67.0,73.3,73.4,0.97
2389436,12092,9996,4,2,9.0,9.0,8.0,10.0,-0.82,62.9,59.3,66.7,66.0,0.93
2388912,7998,12878,0,0,73.0,39.0,65.0,43.0,5.42,101.6,94.4,81.5,77.9,1.57
2388912,8918,12878,0,0,44.0,37.0,43.0,39.0,-0.32,75.6,72.7,72.3,70.5,1.05
2388912,22807,12878,0,0,35.0,44.0,35.0,45.0,-0.14,71.6,72.0,75.4,65.5,0.98
2388912,23140,12878,0,0,38.0,46.0,40.0,47.0,-1.63,61.5,64.6,73.8,73.7,0.9
2388912,630,12878,0,0,24.0,42.0,26.0,45.0,-3.61,48.5,50.4,67.7,66.6,0.73
2388912,7998,12878,0,1,45.0,18.0,37.0,21.0,5.74,109.1,98.1,85.3,76.3,1.67
2388912,8918,12878,0,1,22.0,18.0,21.0,20.0,-1.72,73.2,68.8,73.5,67.1,0.93
2388912,23140,12878,0,1,17.0,18.0,18.0,19.0,-1.5,60.7,62.1,79.4,75.3,0.92
2388912,22807,12878,0,1,17.0,20.0,17.0,22.0,-2.08,70.9,69.3,76.5,58.6,0.86
2388912,630,12878,0,1,14.0,20.0,16.0,23.0,-4.93,46.9,47.5,70.6,65.5,0.68
2388912,7998,12878,0,2,28.0,21.0,28.0,22.0,5.06,93.3,90.2,77.4,79.6,1.46
2388912,8918,12878,0,2,22.0,19.0,22.0,19.0,1.23,78.3,77.0,71.0,74.1,1.18
2388912,22807,12878,0,2,18.0,24.0,19.0,23.0,1.99,72.4,74.9,74.2,73.0,1.1
2388912,23140,12878,0,2,21.0,28.0,23.0,28.0,-1.78,62.4,67.2,67.7,71.8,0.89
2388912,630,12878,0,2,10.0,22.0,11.0,22.0,-2.17,50.3,53.5,64.5,67.8,0.78
2388912,22536,13355,0,0,44.0,32.0,45.0,33.0,6.8,68.0,70.2,83.1,73.4,1.41
2388912,22930,13355,0,0,42.0,44.0,45.0,45.0,0.18,76.7,77.6,70.8,66.0,1.06
2388912,18670,13355,0,0,41.0,47.0,43.0,46.0,-1.08,66.5,68.9,64.6,64.9,0.97
2388912,23047,13355,0,0,43.0,47.0,42.0,48.0,-1.71,67.0,64.3,69.2,69.0,0.93
2388912,24485,13355,0,0,37.0,45.0,39.0,46.0,-3.91,64.5,67.5,66.2,63.6,0.82
2388912,22536,13355,0,1,29.0,15.0,29.0,17.0,8.95,97.8,99.2,93.5,84.4,1.71
2388912,22930,13355,0,1,22.0,20.0,24.0,22.0,0.48,87.8,90.0,83.9,77.3,1.15
2388912,23047,13355,0,1,24.0,22.0,23.0,23.0,-3.75,74.3,68.4,77.4,71.6,0.9
2388912,18670,13355,0,1,20.0,23.0,21.0,25.0,-4.56,71.5,71.6,71.0,67.4,0.82
2388912,24485,13355,0,1,18.0,20.0,18.0,22.0,-5.46,57.7,57.1,67.7,61.1,0.73
2388912,22536,13355,0,2,15.0,17.0,16.0,16.0,4.85,40.8,43.6,73.5,63.3,1.13
2388912,18670,13355,0,2,21.0,24.0,23.0,21.0,2.09,61.9,66.4,58.8,62.7,1.1
2388912,22930,13355,0,2,20.0,24.0,21.0,23.0,-0.1,66.5,66.3,58.8,55.7,0.98
2388912,23047,13355,0,2,19.0,25.0,19.0,24.0,0.15,60.4,60.6,61.8,66.7,0.97
2388912,24485,13355,0,2,19.0,25.0,21.0,24.0,-2.49,70.6,77.0,64.7,65.8,0.91
2388912,7998,12878,5,0,32.0,11.0,28.0,14.0,13.34,150.6,136.6,89.5,80.5,2.5
2388912,630,12878,5,0,12.0,12.0,13.0,14.0,4.68,68.2,68.5,84.2,75.3,1.34
2388912,8918,12878,5,0,16.0,11.0,14.0,13.0,-0.16,86.4,78.6,73.7,72.0,1.13
2388912,22807,12878,5,0,9.0,13.0,9.0,15.0,-2.83,60.9,60.0,78.9,69.6,0.9
2388912,23140,12878,5,0,9.0,13.0,9.0,15.0,-4.41,57.1,56.2,68.4,66.9,0.73
2388912,7998,12878,5,1,24.0,7.0,20.0,9.0,11.86,163.7,143.3,91.7,87.1,2.58
2388912,23140,12878,5,1,6.0,6.0,7.0,7.0,-0.21,70.9,71.8,75.0,72.5,0.99
2388912,8918,12878,5,1,9.0,7.0,8.0,8.0,-2.5,78.2,71.4,75.0,73.8,0.9
2388912,630,12878,5,1,5.0,6.0,6.0,8.0,-2.76,47.6,46.7,83.3,69.3,0.78
2388912,22807,12878,5,1,3.0,8.0,3.0,9.0,-7.71,42.9,40.9,75.0,60.8,0.52
2388912,7998,12878,5,2,8.0,4.0,8.0,4.0,15.87,128.1,125.0,85.7,69.0,2.37
2388912,630,12878,5,2,7.0,6.0,8.0,7.0,17.45,103.6,105.9,85.7,85.6,2.31
2388912,22807,12878,5,2,6.0,5.0,6.0,5.0,5.53,91.7,92.9,85.7,84.8,1.54
2388912,8918,12878,5,2,7.0,4.0,6.0,5.0,3.85,100.6,91.1,71.4,69.0,1.52
2388912,23140,12878,5,2,3.0,7.0,3.0,8.0,-11.62,33.4,29.4,57.1,57.2,0.29
2388912,22536,13355,5,0,13.0,14.0,14.0,14.0,6.64,67.1,70.7,73.7,77.3,1.36
2388912,23047,13355,5,0,12.0,16.0,13.0,15.0,-0.87,65.6,70.5,68.4,76.4,1.03
2388912,22930,13355,5,0,13.0,15.0,16.0,15.0,-2.41,64.5,72.5,63.2,65.2,0.99
2388912,18670,13355,5,0,14.0,17.0,16.0,17.0,-4.75,74.1,80.6,57.9,70.1,0.97
2388912,24485,13355,5,0,8.0,17.0,10.0,17.0,-9.22,66.9,76.9,68.4,77.3,0.69
2388912,22536,13355,5,1,8.0,6.0,8.0,6.0,11.66,122.0,124.3,85.7,93.0,1.96
2388912,22930,13355,5,1,5.0,6.0,6.0,6.0,-6.56,72.7,84.4,71.4,77.2,0.93
2388912,18670,13355,5,1,6.0,7.0,7.0,8.0,-9.3,90.3,96.1,71.4,76.1,0.92
2388912,23047,13355,5,1,4.0,6.0,4.0,6.0,-10.93,53.0,53.5,71.4,77.5,0.59
2388912,24485,13355,5,1,3.0,7.0,4.0,8.0,-15.96,55.7,64.0,85.7,96.8,0.53
2388912,23047,13355,5,2,8.0,10.0,9.0,10.0,5.0,72.9,80.4,66.7,75.8,1.3
2388912,22930,13355,5,2,8.0,9.0,9.0,9.0,0.0,59.8,65.5,58.3,58.1,1.03
2388912,22536,13355,5,2,5.0,8.0,6.0,7.0,3.71,35.1,39.3,66.7,68.1,1.02
2388912,18670,13355,5,2,8.0,10.0,9.0,9.0,-2.1,64.7,71.6,50.0,66.5,1.0
2388912,24485,13355,5,2,5.0,10.0,6.0,9.0,-5.28,73.4,84.5,58.3,65.9,0.79
2388912,23140,12878,7,0,22.0,15.0,24.0,14.0,3.59,72.7,80.7,77.3,83.5,1.47
2388912,8918,12878,7,0,11.0,12.0,11.0,12.0,0.45,68.5,66.3,72.7,72.0,0.98
2388912,7998,12878,7,0,12.0,14.0,11.0,15.0,-1.29,64.3,62.2,77.3,80.1,0.91
2388912,22807,12878,7,0,9.0,14.0,9.0,13.0,-2.61,63.1,65.3,77.3,66.6,0.84
2388912,630,12878,7,0,7.0,12.0,8.0,12.0,-5.35,43.8,49.0,63.6,67.1,0.67
2388912,23140,12878,7,1,8.0,5.0,8.0,5.0,2.54,70.7,74.6,80.0,82.6,1.31
2388912,7998,12878,7,1,7.0,6.0,6.0,7.0,-1.3,64.3,59.7,80.0,69.0,0.87
2388912,8918,12878,7,1,5.0,5.0,5.0,6.0,-1.29,77.9,69.9,80.0,70.1,0.86
2388912,22807,12878,7,1,5.0,4.0,5.0,4.0,-3.6,74.4,74.8,80.0,47.6,0.86
2388912,630,12878,7,1,4.0,5.0,5.0,6.0,-6.06,37.1,39.2,60.0,59.7,0.62
2388912,23140,12878,7,2,14.0,10.0,16.0,9.0,4.47,74.4,85.7,75.0,84.2,1.62
2388912,8918,12878,7,2,6.0,7.0,6.0,6.0,1.89,60.6,63.3,66.7,73.6,1.08
2388912,7998,12878,7,2,5.0,8.0,5.0,8.0,-1.29,64.3,64.2,75.0,89.3,0.94
2388912,22807,12878,7,2,4.0,10.0,4.0,9.0,-1.78,53.8,57.4,75.0,82.4,0.82
2388912,630,12878,7,2,3.0,7.0,3.0,6.0,-4.75,49.4,57.2,66.7,73.3,0.71
2388912,22536,13355,7,0,15.0,7.0,14.0,8.0,7.74,76.4,76.7,90.9,72.7,1.49
2388912,22930,13355,7,0,17.0,13.0,17.0,14.0,6.44,82.7,80.4,72.7,67.0,1.41
2388912,23047,13355,7,0,16.0,14.0,15.0,15.0,-0.65,71.5,64.8,77.3,73.0,1.07
2388912,18670,13355,7,0,10.0,14.0,10.0,14.0,-3.67,53.4,53.2,68.2,58.8,0.83
2388912,24485,13355,7,0,9.0,13.0,8.0,14.0,-4.66,39.9,37.4,63.6,49.3,0.56
2388912,22536,13355,7,1,12.0,4.0,11.0,5.0,10.39,108.8,106.1,100.0,80.3,1.87
2388912,22930,13355,7,1,11.0,8.0,11.0,9.0,6.25,95.2,91.4,83.3,72.9,1.46
2388912,23047,13355,7,1,11.0,7.0,10.0,8.0,0.09,88.0,77.4,91.7,81.0,1.21
2388912,24485,13355,7,1,5.0,5.0,4.0,6.0,-3.76,39.2,34.0,66.7,46.7,0.64
2388912,18670,13355,7,1,3.0,8.0,3.0,9.0,-11.51,45.4,44.2,66.7,57.0,0.44
2388912,22930,13355,7,2,6.0,5.0,6.0,5.0,6.67,67.8,67.2,60.0,60.0,1.34
2388912,18670,13355,7,2,7.0,6.0,7.0,5.0,5.75,63.0,64.0,70.0,61.1,1.3
2388912,22536,13355,7,2,3.0,3.0,3.0,3.0,4.55,37.4,41.6,80.0,63.5,1.04
2388912,23047,13355,7,2,5.0,7.0,5.0,7.0,-1.53,51.7,49.7,60.0,63.5,0.9
2388912,24485,13355,7,2,4.0,8.0,4.0,9.0,-5.74,40.6,41.5,60.0,52.4,0.46
2388912,7998,12878,3,0,29.0,14.0,27.0,15.0,5.29,96.9,90.5,79.2,73.8,1.55
2388912,22807,12878,3,0,17.0,17.0,17.0,17.0,4.26,87.9,87.5,70.8,61.2,1.24
2388912,8918,12878,3,0,17.0,14.0,18.0,14.0,-1.14,73.7,73.8,70.8,67.8,1.04
2388912,23140,12878,3,0,7.0,18.0,7.0,18.0,-4.22,54.7,56.4,75.0,70.0,0.64
2388912,630,12878,3,0,5.0,18.0,5.0,19.0,-8.59,37.3,37.2,58.3,59.2,0.46
2388912,7998,12878,3,1,14.0,5.0,12.0,5.0,5.48,91.8,85.0,83.3,71.7,1.56
2388912,22807,12878,3,1,9.0,8.0,9.0,9.0,4.83,95.9,93.0,75.0,65.6,1.3
2388912,8918,12878,3,1,8.0,6.0,8.0,6.0,-1.31,64.2,65.2,66.7,58.0,0.99
2388912,630,12878,3,1,5.0,9.0,5.0,10.0,-6.16,54.5,55.3,66.7,66.4,0.62
2388912,23140,12878,3,1,3.0,7.0,3.0,7.0,-6.16,42.2,42.0,83.3,72.0,0.57
2388912,7998,12878,3,2,15.0,9.0,15.0,9.0,5.11,102.0,96.0,75.0,75.9,1.54
2388912,22807,12878,3,2,8.0,9.0,8.0,8.0,3.69,79.8,82.0,66.7,56.7,1.19
2388912,8918,12878,3,2,9.0,8.0,9.0,8.0,-0.97,83.1,82.4,75.0,77.6,1.1
2388912,23140,12878,3,2,4.0,11.0,4.0,11.0,-2.28,67.2,70.9,66.7,68.0,0.71
2388912,630,12878,3,2,0.0,9.0,0.0,9.0,-11.02,20.1,19.1,50.0,52.0,0.3
2388912,22536,13355,3,0,16.0,11.0,17.0,11.0,6.08,61.0,63.7,83.3,70.9,1.36
2388912,24485,13355,3,0,20.0,15.0,21.0,16.0,0.99,85.1,87.6,66.7,65.7,1.26
2388912,18670,13355,3,0,17.0,16.0,18.0,15.0,4.2,72.4,74.0,66.7,66.5,1.21
2388912,22930,13355,3,0,12.0,16.0,12.0,17.0,-3.52,80.8,79.3,75.0,65.7,0.85
2388912,23047,13355,3,0,15.0,17.0,13.0,17.0,-3.36,64.1,58.9,62.5,59.5,0.77
2388912,22536,13355,3,1,9.0,5.0,10.0,5.0,5.94,72.7,77.8,91.7,83.5,1.43
2388912,18670,13355,3,1,11.0,8.0,11.0,8.0,5.16,86.6,84.8,75.0,72.7,1.34
2388912,24485,13355,3,1,10.0,8.0,10.0,9.0,-1.03,77.4,76.2,58.3,54.6,1.04
2388912,22930,13355,3,1,6.0,6.0,7.0,7.0,-1.19,89.3,92.0,91.7,81.7,1.01
2388912,23047,13355,3,1,9.0,9.0,8.0,10.0,-3.4,73.1,68.0,66.7,58.7,0.8
2388912,24485,13355,3,2,10.0,7.0,11.0,7.0,3.01,92.8,99.0,75.0,76.9,1.47
2388912,22536,13355,3,2,7.0,6.0,7.0,6.0,6.23,49.3,49.7,75.0,58.3,1.28
2388912,18670,13355,3,2,6.0,8.0,7.0,7.0,3.23,58.2,63.2,58.3,60.2,1.07
2388912,23047,13355,3,2,6.0,8.0,5.0,8.0,-3.31,55.2,49.9,58.3,60.2,0.75
2388912,22930,13355,3,2,6.0,10.0,5.0,10.0,-5.84,72.2,66.5,58.3,49.7,0.68
2388932,19869,9455,0,0,47.0,43.0,44.0,44.0,1.44,62.2,61.5,74.2,78.7,1.09
2388932,12822,9455,0,0,42.0,47.0,42.0,47.0,0.76,80.8,80.1,68.2,72.6,1.08
2388932,22564,9455,0,0,51.0,50.0,49.0,50.0,-1.84,85.9,83.3,68.2,69.0,1.01
2388932,18676,9455,0,0,39.0,44.0,40.0,43.0,-0.98,62.7,62.4,69.7,70.1,0.96
2388932,10566,9455,0,0,37.0,49.0,39.0,48.0,-1.67,64.3,65.4,69.7,63.2,0.87
2388932,19869,9455,0,1,29.0,21.0,25.0,22.0,3.12,71.2,66.7,74.3,79.2,1.17
2388932,10566,9455,0,1,24.0,21.0,25.0,22.0,1.51,75.6,76.6,85.7,72.8,1.07
2388932,12822,9455,0,1,23.0,23.0,22.0,24.0,0.72,85.1,82.3,65.7,66.3,1.04
2388932,22564,9455,0,1,26.0,24.0,24.0,25.0,-2.88,88.8,85.3,68.6,66.8,0.95
2388932,18676,9455,0,1,15.0,23.0,17.0,24.0,-3.55,40.9,42.4,65.7,63.2,0.67
2388932,18676,9455,0,2,24.0,21.0,23.0,19.0,1.91,87.4,85.1,74.2,77.8,1.28
2388932,12822,9455,0,2,19.0,24.0,19.0,23.0,0.81,76.1,77.7,71.0,79.8,1.13
2388932,22564,9455,0,2,25.0,26.0,25.0,25.0,-0.67,82.6,81.0,67.7,71.6,1.06
2388932,19869,9455,0,2,18.0,22.0,19.0,21.0,-0.46,52.1,55.7,74.2,78.3,0.99
2388932,10566,9455,0,2,13.0,28.0,14.0,26.0,-5.26,51.5,52.7,51.6,52.4,0.64
2388932,18865,7176,0,0,54.0,46.0,55.0,47.0,0.45,83.9,82.0,80.3,73.9,1.21
2388932,20939,7176,0,0,51.0,41.0,47.0,44.0,1.81,70.4,66.8,71.2,71.4,1.1
2388932,20026,7176,0,0,48.0,46.0,48.0,46.0,0.6,75.3,75.2,74.2,70.6,1.08
2388932,19750,7176,0,0,37.0,42.0,35.0,41.0,0.49,75.1,75.3,69.7,72.8,1.04
2388932,20085,7176,0,0,41.0,41.0,38.0,41.0,-1.36,69.2,65.3,69.7,63.8,0.91
2388932,18865,7176,0,1,32.0,19.0,33.0,21.0,2.53,94.5,92.2,87.1,79.1,1.43
2388932,20939,7176,0,1,27.0,20.0,24.0,24.0,3.43,83.2,76.8,77.4,71.0,1.16
2388932,20085,7176,0,1,27.0,18.0,25.0,19.0,0.07,88.3,81.5,80.6,72.0,1.11
2388932,20026,7176,0,1,21.0,22.0,20.0,23.0,0.28,78.2,77.5,77.4,76.5,1.03
2388932,19750,7176,0,1,14.0,20.0,13.0,19.0,-2.65,67.9,68.9,67.7,67.1,0.76
2388932,19750,7176,0,2,23.0,22.0,23.0,22.0,3.27,81.4,81.0,71.4,77.9,1.28
2388932,20026,7176,0,2,27.0,24.0,27.0,23.0,0.88,72.9,73.2,71.4,65.4,1.13
2388932,20939,7176,0,2,24.0,21.0,24.0,21.0,0.38,59.1,57.9,65.7,71.7,1.05
2388932,18865,7176,0,2,22.0,27.0,22.0,26.0,-1.39,74.6,72.9,74.3,69.3,1.01
2388932,20085,7176,0,2,14.0,23.0,13.0,22.0,-2.63,52.2,50.9,60.0,56.5,0.74
2388932,19869,9455,5,0,18.0,15.0,17.0,15.0,2.45,86.2,85.6,70.0,80.4,1.31
2388932,18676,9455,5,0,13.0,14.0,14.0,13.0,-0.2,69.8,74.0,70.0,74.6,1.06
2388932,22564,9455,5,0,11.0,15.0,11.0,14.0,-1.6,59.0,57.7,65.0,69.5,0.81
2388932,10566,9455,5,0,10.0,17.0,11.0,16.0,-3.87,64.8,67.3,60.0,63.1,0.76
2388932,12822,9455,5,0,9.0,15.0,9.0,14.0,-4.78,53.5,54.2,60.0,65.3,0.71
2388932,19869,9455,5,1,12.0,7.0,11.0,7.0,6.03,97.4,89.1,75.0,85.5,1.52
2388932,18676,9455,5,1,8.0,7.0,8.0,7.0,5.43,56.8,60.1,66.7,68.1,1.17
2388932,22564,9455,5,1,8.0,7.0,7.0,7.0,0.18,71.8,66.0,75.0,67.8,0.99
2388932,12822,9455,5,1,6.0,7.0,6.0,7.0,-1.35,55.3,56.2,66.7,68.7,0.84
2388932,10566,9455,5,1,6.0,9.0,6.0,9.0,-1.02,66.8,67.5,75.0,77.7,0.84
2388932,19869,9455,5,2,6.0,8.0,7.0,7.0,-2.92,69.2,80.3,62.5,72.6,0.98
2388932,18676,9455,5,2,5.0,7.0,6.0,6.0,-8.63,89.1,94.8,75.0,84.2,0.89
2388932,10566,9455,5,2,4.0,8.0,4.0,7.0,-8.14,61.8,66.9,37.5,41.1,0.64
2388932,22564,9455,5,2,3.0,8.0,4.0,7.0,-4.27,39.9,45.2,50.0,72.0,0.56
2388932,12822,9455,5,2,3.0,8.0,3.0,7.0,-9.93,50.8,51.4,50.0,60.1,0.52
2388932,20085,7176,5,0,15.0,9.0,15.0,9.0,4.61,77.1,72.8,80.0,70.5,1.4
2388932,20939,7176,5,0,18.0,11.0,16.0,12.0,4.48,85.5,77.4,70.0,65.8,1.3
2388932,20026,7176,5,0,17.0,13.0,17.0,14.0,-0.75,79.8,75.9,80.0,70.4,1.08
2388932,19750,7176,5,0,9.0,13.0,8.0,13.0,0.57,75.5,75.7,75.0,76.6,1.02
2388932,18865,7176,5,0,15.0,15.0,14.0,16.0,-1.91,72.5,66.4,65.0,60.4,0.94
2388932,20085,7176,5,1,12.0,2.0,12.0,2.0,17.59,129.0,122.0,100.0,90.9,2.62
2388932,20939,7176,5,1,10.0,3.0,8.0,4.0,12.65,126.5,110.0,87.5,79.8,1.96
2388932,20026,7176,5,1,8.0,6.0,7.0,7.0,3.93,96.4,86.3,87.5,77.0,1.3
2388932,18865,7176,5,1,7.0,5.0,6.0,6.0,2.58,76.2,70.7,87.5,79.9,1.19
2388932,19750,7176,5,1,2.0,5.0,2.0,5.0,-2.86,48.6,47.3,87.5,78.6,0.69
2388932,19750,7176,5,2,7.0,8.0,6.0,7.0,2.85,93.5,94.7,66.7,75.3,1.25
2388932,20026,7176,5,2,9.0,7.0,9.0,7.0,-3.87,68.7,68.9,75.0,65.9,0.93
2388932,20939,7176,5,2,8.0,8.0,8.0,8.0,-0.97,58.2,55.7,58.3,56.4,0.85
2388932,18865,7176,5,2,8.0,10.0,8.0,10.0,-4.91,70.0,63.5,50.0,47.5,0.77
2388932,20085,7176,5,2,3.0,7.0,3.0,7.0,-4.05,42.5,40.0,66.7,56.8,0.59
2388932,12822,9455,2,0,17.0,17.0,17.0,17.0,4.04,104.5,102.1,78.3,85.9,1.41
2388932,18676,9455,2,0,15.0,15.0,15.0,15.0,2.1,64.1,62.2,82.6,80.2,1.22
2388932,10566,9455,2,0,17.0,16.0,18.0,15.0,2.41,71.9,72.8,69.6,61.7,1.18
2388932,19869,9455,2,0,18.0,14.0,17.0,15.0,1.63,61.0,60.5,73.9,75.9,1.14
2388932,22564,9455,2,0,18.0,18.0,18.0,18.0,-3.14,84.3,83.5,65.2,61.1,0.97
2388932,10566,9455,2,1,11.0,5.0,12.0,5.0,6.68,82.5,84.4,90.9,75.3,1.59
2388932,19869,9455,2,1,11.0,6.0,10.0,7.0,5.08,76.9,74.6,81.8,82.9,1.39
2388932,12822,9455,2,1,9.0,8.0,9.0,9.0,0.21,121.2,115.3,81.8,92.6,1.32
2388932,22564,9455,2,1,10.0,8.0,9.0,9.0,-4.61,105.1,97.7,63.6,61.9,1.01
2388932,18676,9455,2,1,3.0,7.0,3.0,8.0,-5.66,28.3,28.1,81.8,73.4,0.53
2388932,18676,9455,2,2,12.0,8.0,12.0,7.0,9.21,97.0,93.4,83.3,86.4,1.85
2388932,12822,9455,2,2,8.0,9.0,8.0,9.0,7.55,89.2,90.0,75.0,79.7,1.49
2388932,22564,9455,2,2,8.0,10.0,9.0,9.0,-1.8,65.2,70.4,66.7,60.5,0.94
2388932,19869,9455,2,2,7.0,8.0,7.0,8.0,-1.53,46.4,47.6,66.7,69.5,0.91
2388932,10566,9455,2,2,6.0,11.0,6.0,10.0,-1.5,62.2,62.2,50.0,49.2,0.81
2388932,20026,7176,2,0,23.0,18.0,22.0,18.0,4.92,103.5,103.3,69.6,69.6,1.49
2388932,18865,7176,2,0,15.0,17.0,15.0,18.0,-1.64,79.9,78.8,91.3,79.0,0.98
2388932,20939,7176,2,0,15.0,16.0,14.0,17.0,-2.27,56.6,55.1,73.9,83.1,0.88
2388932,19750,7176,2,0,14.0,15.0,14.0,15.0,-4.01,67.7,67.1,60.9,69.9,0.88
2388932,20085,7176,2,0,13.0,19.0,12.0,19.0,-4.04,62.4,57.5,52.2,45.6,0.66
2388932,20026,7176,2,1,10.0,8.0,10.0,8.0,0.29,87.9,87.9,75.0,74.0,1.15
2388932,18865,7176,2,1,11.0,7.0,11.0,8.0,-1.85,96.3,90.6,100.0,80.4,1.12
2388932,20939,7176,2,1,9.0,9.0,8.0,11.0,-0.68,64.4,61.9,83.3,80.1,0.9
2388932,19750,7176,2,1,8.0,7.0,7.0,7.0,-3.76,81.8,79.3,58.3,56.1,0.84
2388932,20085,7176,2,1,8.0,10.0,7.0,11.0,-5.92,68.2,58.9,66.7,54.7,0.59
2388932,20026,7176,2,2,13.0,10.0,12.0,10.0,9.98,120.5,120.1,63.6,64.7,1.87
2388932,19750,7176,2,2,6.0,8.0,6.0,8.0,-4.29,52.3,53.7,63.6,85.0,0.92
2388932,20939,7176,2,2,6.0,7.0,6.0,6.0,-4.0,48.0,47.7,63.6,86.4,0.86
2388932,18865,7176,2,2,4.0,10.0,5.0,10.0,-1.41,61.9,65.9,81.8,77.4,0.82
2388932,20085,7176,2,2,5.0,9.0,5.0,8.0,-1.99,56.2,56.0,36.4,35.6,0.72
2388932,22564,9455,6,0,22.0,17.0,20.0,18.0,-0.75,110.9,105.3,73.9,76.6,1.25
2388932,12822,9455,6,0,16.0,15.0,16.0,15.0,2.3,81.0,80.6,65.2,65.8,1.19
2388932,19869,9455,6,0,11.0,14.0,10.0,15.0,0.38,42.7,41.6,78.3,80.2,0.88
2388932,18676,9455,6,0,11.0,15.0,11.0,15.0,-4.75,55.2,52.6,56.5,56.1,0.76
2388932,10566,9455,6,0,10.0,16.0,10.0,17.0,-3.83,56.3,56.4,78.3,64.9,0.67
2388932,12822,9455,6,1,8.0,8.0,7.0,8.0,3.25,81.7,78.1,50.0,39.7,1.05
2388932,22564,9455,6,1,8.0,9.0,8.0,9.0,-4.35,90.8,93.1,66.7,70.3,0.9
2388932,10566,9455,6,1,7.0,7.0,7.0,8.0,-0.7,78.2,78.7,91.7,65.6,0.86
2388932,19869,9455,6,1,6.0,8.0,4.0,8.0,-1.58,39.8,37.2,66.7,69.4,0.7
2388932,18676,9455,6,1,4.0,9.0,5.0,9.0,-10.59,36.5,37.6,50.0,49.0,0.44
2388932,22564,9455,6,2,14.0,8.0,12.0,9.0,3.18,132.7,118.6,81.8,83.4,1.64
2388932,12822,9455,6,2,8.0,7.0,8.0,7.0,1.27,80.2,83.3,81.8,94.2,1.34
2388932,18676,9455,6,2,7.0,6.0,6.0,6.0,1.62,75.5,68.9,63.6,63.8,1.11
2388932,19869,9455,6,2,5.0,6.0,5.0,6.0,2.51,45.9,46.5,90.9,92.0,1.09
2388932,10566,9455,6,2,3.0,9.0,3.0,9.0,-7.25,32.4,32.1,63.6,64.1,0.47
2388932,18865,7176,6,0,24.0,14.0,26.0,14.0,4.6,98.0,98.6,82.6,80.5,1.71
2388932,19750,7176,6,0,14.0,14.0,13.0,14.0,4.92,82.0,83.3,73.9,72.5,1.28
2388932,20939,7176,6,0,18.0,14.0,17.0,15.0,3.56,71.1,69.3,69.6,64.5,1.22
2388932,20085,7176,6,0,13.0,13.0,12.0,13.0,-3.87,69.0,66.7,78.3,76.1,0.88
2388932,20026,7176,6,0,8.0,15.0,9.0,14.0,-2.56,43.4,46.6,73.9,71.8,0.78
2388932,18865,7176,6,1,14.0,7.0,16.0,7.0,7.29,105.6,109.5,72.7,77.1,1.98
2388932,20939,7176,6,1,8.0,8.0,7.0,9.0,1.19,72.1,69.0,63.6,54.6,0.92
2388932,20085,7176,6,1,7.0,6.0,6.0,6.0,-6.14,80.6,76.9,81.8,77.1,0.85
2388932,19750,7176,6,1,4.0,8.0,3.0,7.0,-1.28,66.7,73.3,63.6,70.8,0.75
2388932,20026,7176,6,1,3.0,8.0,3.0,7.0,-2.39,54.3,59.7,72.7,78.9,0.73
2388932,19750,7176,6,2,10.0,6.0,10.0,6.0,10.61,96.0,92.4,83.3,74.0,1.76
2388932,20939,7176,6,2,10.0,6.0,10.0,7.0,5.73,70.2,69.5,75.0,73.6,1.49
