playerID,name
20584,dem0n
23553,dziugss
20761,launx
22674,cmtry
22203,krabeni
21012,ro1f
21159,bobeksde
20879,maxster
22914,dex
3849,jw
9254,mopoz
19509,dav1g
8371,alex
18749,sausol
21239,martinezsa
22481,chucky
14176,misutaaa
19738,djoko
21971,brooxsy
7168,nbk
18894,t9rnay
17585,b4rtin
22956,lash
16814,danoco
18891,cutzmeretz
14736,dgt
14737,meyern
22613,huasopeek
20394,luchov
12092,max
7998,s1mple
8918,electronic
22807,aragornn
23140,krazy
630,mutiris
22536,mag1k3y
22930,tex1y
18670,sellter
23047,sdaim
24485,yiksrezo
19869,try
12822,vini
22564,noway
18676,skullz
10566,chelo
18865,dav1deus
20939,history
20026,chayjesus
19750,drop
20085,kauez
20558,gafolo
21921,rdnzao
21170,koala
22911,doc
21221,maxxkor
20522,gbb
16645,drg
18743,nython
23551,tomate
9483,destiny
23046,jambo
7528,krimz
11777,maden
23414,jackasmo
17803,fear
24772,nardes
22777,diozera
22182,ksloks
17181,naitte
14390,wood7
20183,decenty
20385,kye
11154,exit
19692,zevy
18717,lucaozy
