matchID,teamID,score,mapID,sideID,date
2389101,13470,2,0,0,2026-01-18
2389101,13173,1,0,0,2026-01-18
2389101,13173,1,0,0,2026-01-18
2389101,13470,4,5,1,2026-01-18
2389101,13173,8,5,2,2026-01-18
2389101,13173,8,5,2,2026-01-18
2389101,13470,0,5,2,2026-01-18
2389101,13173,5,5,1,2026-01-18
2389101,13173,5,5,1,2026-01-18
2389101,13470,4,5,0,2026-01-18
2389101,13173,13,5,0,2026-01-18
2389101,13173,13,5,0,2026-01-18
2389101,13470,5,6,2,2026-01-18
2389101,13173,7,6,1,2026-01-18
2389101,13173,7,6,1,2026-01-18
2389101,13470,8,6,1,2026-01-18
2389101,13173,3,6,2,2026-01-18
2389101,13173,3,6,2,2026-01-18
2389101,13470,13,6,0,2026-01-18
2389101,13173,10,6,0,2026-01-18
2389101,13173,10,6,0,2026-01-18
2389101,13470,5,4,2,2026-01-18
2389101,13173,7,4,1,2026-01-18
2389101,13173,7,4,1,2026-01-18
2389101,13470,8,4,1,2026-01-18
2389101,13173,1,4,2,2026-01-18
2389101,13173,1,4,2,2026-01-18
2389101,13470,13,4,0,2026-01-18
2389101,13173,8,4,0,2026-01-18
2389101,13173,8,4,0,2026-01-18
2389307,7532,2,0,0,2026-01-18
2389307,7532,2,0,0,2026-01-18
2389307,7532,2,0,0,2026-01-18
2389307,12642,0,0,0,2026-01-18
2389307,7532,9,7,1,2026-01-18
2389307,7532,9,7,1,2026-01-18
2389307,7532,9,7,1,2026-01-18
2389307,12642,3,7,2,2026-01-18
2389307,7532,4,7,2,2026-01-18
2389307,7532,4,7,2,2026-01-18
2389307,7532,4,7,2,2026-01-18
2389307,12642,0,7,1,2026-01-18
2389307,7532,13,7,0,2026-01-18
2389307,7532,13,7,0,2026-01-18
2389307,7532,13,7,0,2026-01-18
2389307,12642,3,7,0,2026-01-18
2389307,7532,10,3,2,2026-01-18
2389307,7532,10,3,2,2026-01-18
2389307,7532,10,3,2,2026-01-18
2389307,12642,2,3,1,2026-01-18
2389307,7532,3,3,1,2026-01-18
2389307,7532,3,3,1,2026-01-18
2389307,7532,3,3,1,2026-01-18
2389307,12642,3,3,2,2026-01-18
2389307,7532,13,3,0,2026-01-18
2389307,7532,13,3,0,2026-01-18
2389307,7532,13,3,0,2026-01-18
2389307,12642,5,3,0,2026-01-18
2389362,12774,2,0,0,2026-01-18
2389362,12774,9,6,1,2026-01-18
2389362,12774,4,6,2,2026-01-18
2389362,12774,13,6,0,2026-01-18
2389362,12774,12,1,1,2026-01-18
2389362,12774,1,1,2,2026-01-18
2389362,12774,13,1,0,2026-01-18
2389100,10333,0,0,0,2026-01-18
2389100,13501,2,0,0,2026-01-18
2389100,10333,8,6,2,2026-01-18
2389100,13501,4,6,1,2026-01-18
2389100,10333,1,6,1,2026-01-18
2389100,13501,9,6,2,2026-01-18
2389100,10333,9,6,0,2026-01-18
2389100,13501,13,6,0,2026-01-18
2389100,10333,7,5,1,2026-01-18
2389100,13501,5,5,2,2026-01-18
2389100,10333,5,5,2,2026-01-18
2389100,13501,7,5,1,2026-01-18
2389100,10333,17,5,0,2026-01-18
2389100,13501,19,5,0,2026-01-18
2389306,11176,1,0,0,2026-01-18
2389306,12916,2,0,0,2026-01-18
2389306,12916,2,0,0,2026-01-18
2389306,12916,2,0,0,2026-01-18
2389306,11176,4,5,1,2026-01-18
2389306,12916,8,5,2,2026-01-18
2389306,12916,8,5,2,2026-01-18
2389306,12916,8,5,2,2026-01-18
2389306,11176,5,5,2,2026-01-18
2389306,12916,5,5,1,2026-01-18
2389306,12916,5,5,1,2026-01-18
2389306,12916,5,5,1,2026-01-18
2389306,11176,9,5,0,2026-01-18
2389306,12916,13,5,0,2026-01-18
2389306,12916,13,5,0,2026-01-18
2389306,12916,13,5,0,2026-01-18
2389306,11176,8,3,2,2026-01-18
2389306,12916,4,3,1,2026-01-18
2389306,12916,4,3,1,2026-01-18
2389306,12916,4,3,1,2026-01-18
2389306,11176,5,3,1,2026-01-18
2389306,12916,2,3,2,2026-01-18
2389306,12916,2,3,2,2026-01-18
2389306,12916,2,3,2,2026-01-18
2389306,11176,13,3,0,2026-01-18
2389306,12916,6,3,0,2026-01-18
2389306,12916,6,3,0,2026-01-18
2389306,12916,6,3,0,2026-01-18
2389306,11176,4,6,1,2026-01-18
2389306,12916,8,6,2,2026-01-18
2389306,12916,8,6,2,2026-01-18
2389306,12916,8,6,2,2026-01-18
2389306,11176,8,6,2,2026-01-18
2389306,12916,4,6,1,2026-01-18
2389306,12916,4,6,1,2026-01-18
2389306,12916,4,6,1,2026-01-18
2389306,11176,13,6,0,2026-01-18
2389306,12916,16,6,0,2026-01-18
2389306,12916,16,6,0,2026-01-18
2389306,12916,16,6,0,2026-01-18
2389026,13518,0,0,0,2026-01-18
2389026,11251,2,0,0,2026-01-18
2389026,11251,2,0,0,2026-01-18
2389026,13518,7,2,2,2026-01-18
2389026,11251,5,2,1,2026-01-18
2389026,11251,5,2,1,2026-01-18
2389026,13518,5,2,1,2026-01-18
2389026,11251,7,2,2,2026-01-18
2389026,11251,7,2,2,2026-01-18
2389026,13518,14,2,0,2026-01-18
2389026,11251,16,2,0,2026-01-18
2389026,11251,16,2,0,2026-01-18
2389026,13518,6,6,1,2026-01-18
2389026,11251,6,6,2,2026-01-18
2389026,11251,6,6,2,2026-01-18
2389026,13518,2,6,2,2026-01-18
2389026,11251,7,6,1,2026-01-18
2389026,11251,7,6,1,2026-01-18
2389026,13518,8,6,0,2026-01-18
2389026,11251,13,6,0,2026-01-18
2389026,11251,13,6,0,2026-01-18
2389361,11514,2,0,0,2026-01-18
2389361,11514,4,3,1,2026-01-18
2389361,11514,8,3,2,2026-01-18
2389361,11514,19,3,0,2026-01-18
2389361,11514,8,4,2,2026-01-18
2389361,11514,3,4,1,2026-01-18
2389361,11514,11,4,0,2026-01-18
2389361,11514,8,7,1,2026-01-18
2389361,11514,5,7,2,2026-01-18
2389361,11514,13,7,0,2026-01-18
2389099,10621,0,0,0,2026-01-18
2389099,13617,2,0,0,2026-01-18
2389099,10621,5,4,2,2026-01-18
2389099,13617,7,4,1,2026-01-18
2389099,10621,2,4,1,2026-01-18
2389099,13617,6,4,2,2026-01-18
2389099,10621,7,4,0,2026-01-18
2389099,13617,13,4,0,2026-01-18
2389099,10621,6,3,1,2026-01-18
2389099,13617,6,3,2,2026-01-18
2389099,10621,5,3,2,2026-01-18
2389099,13617,7,3,1,2026-01-18
2389099,10621,11,3,0,2026-01-18
2389099,13617,13,3,0,2026-01-18
2389360,10245,2,0,0,2026-01-18
2389360,13053,1,0,0,2026-01-18
2389360,10245,6,7,1,2026-01-18
2389360,13053,6,7,2,2026-01-18
2389360,10245,5,7,2,2026-01-18
2389360,13053,7,7,1,2026-01-18
2389360,10245,11,7,0,2026-01-18
2389360,13053,13,7,0,2026-01-18
2389360,10245,8,4,2,2026-01-18
2389360,13053,4,4,1,2026-01-18
2389360,10245,5,4,1,2026-01-18
2389360,13053,1,4,2,2026-01-18
2389360,10245,13,4,0,2026-01-18
2389360,13053,5,4,0,2026-01-18
2389360,10245,10,3,1,2026-01-18
2389360,13053,2,3,2,2026-01-18
2389360,10245,3,3,2,2026-01-18
2389360,13053,1,3,1,2026-01-18
2389360,10245,13,3,0,2026-01-18
2389360,13053,3,3,0,2026-01-18
2389384,12468,1,0,0,2026-01-18
2389384,9215,2,0,0,2026-01-18
2389384,9215,2,0,0,2026-01-18
2389384,12468,6,3,1,2026-01-18
2389384,9215,6,3,2,2026-01-18
2389384,9215,6,3,2,2026-01-18
2389384,12468,6,3,2,2026-01-18
2389384,9215,6,3,1,2026-01-18
2389384,9215,6,3,1,2026-01-18
2389384,12468,20,3,0,2026-01-18
2389384,9215,22,3,0,2026-01-18
2389384,9215,22,3,0,2026-01-18
2389384,12468,6,7,2,2026-01-18
2389384,9215,6,7,1,2026-01-18
2389384,9215,6,7,1,2026-01-18
2389384,12468,7,7,1,2026-01-18
2389384,9215,3,7,2,2026-01-18
2389384,9215,3,7,2,2026-01-18
2389384,12468,13,7,0,2026-01-18
2389384,9215,9,7,0,2026-01-18
2389384,9215,9,7,0,2026-01-18
2389384,12468,7,5,1,2026-01-18
2389384,9215,5,5,2,2026-01-18
2389384,9215,5,5,2,2026-01-18
2389384,12468,0,5,2,2026-01-18
2389384,9215,8,5,1,2026-01-18
2389384,9215,8,5,1,2026-01-18
2389384,12468,7,5,0,2026-01-18
2389384,9215,13,5,0,2026-01-18
2389384,9215,13,5,0,2026-01-18
2389426,4602,2,0,0,2026-01-17
2389426,4602,2,0,0,2026-01-17
2389426,12604,1,0,0,2026-01-17
2389426,4602,8,8,2,2026-01-17
2389426,4602,8,8,2,2026-01-17
2389426,12604,4,8,1,2026-01-17
2389426,4602,4,8,1,2026-01-17
2389426,4602,4,8,1,2026-01-17
2389426,12604,8,8,2,2026-01-17
2389426,4602,16,8,0,2026-01-17
2389426,4602,16,8,0,2026-01-17
2389426,12604,14,8,0,2026-01-17
2389426,4602,5,2,1,2026-01-17
2389426,4602,5,2,1,2026-01-17
2389426,12604,7,2,2,2026-01-17
2389426,4602,6,2,2,2026-01-17
2389426,4602,6,2,2,2026-01-17
2389426,12604,6,2,1,2026-01-17
2389426,4602,11,2,0,2026-01-17
2389426,4602,11,2,0,2026-01-17
2389426,12604,13,2,0,2026-01-17
2389426,4602,7,7,1,2026-01-17
2389426,4602,7,7,1,2026-01-17
2389426,12604,5,7,2,2026-01-17
2389426,4602,6,7,2,2026-01-17
2389426,4602,6,7,2,2026-01-17
2389426,12604,4,7,1,2026-01-17
2389426,4602,13,7,0,2026-01-17
2389426,4602,13,7,0,2026-01-17
2389426,12604,9,7,0,2026-01-17
2389499,9996,2,0,0,2026-01-17
2389499,12677,0,0,0,2026-01-17
2389499,9996,8,3,1,2026-01-17
2389499,12677,4,3,2,2026-01-17
2389499,9996,5,3,2,2026-01-17
2389499,12677,3,3,1,2026-01-17
2389499,9996,13,3,0,2026-01-17
2389499,12677,7,3,0,2026-01-17
2389499,9996,10,4,2,2026-01-17
2389499,12677,2,4,1,2026-01-17
2389499,9996,3,4,1,2026-01-17
2389499,12677,1,4,2,2026-01-17
2389499,9996,13,4,0,2026-01-17
2389499,12677,3,4,0,2026-01-17
2389498,12988,0,0,0,2026-01-17
2389498,12988,0,0,0,2026-01-17
2389498,11768,2,0,0,2026-01-17
2389498,12988,6,5,2,2026-01-17
2389498,12988,6,5,2,2026-01-17
2389498,11768,6,5,1,2026-01-17
2389498,12988,6,5,1,2026-01-17
2389498,12988,6,5,1,2026-01-17
2389498,11768,6,5,2,2026-01-17
2389498,12988,14,5,0,2026-01-17
2389498,12988,14,5,0,2026-01-17
2389498,11768,16,5,0,2026-01-17
2389498,12988,6,1,2,2026-01-17
2389498,12988,6,1,2,2026-01-17
2389498,11768,6,1,1,2026-01-17
2389498,12988,5,1,1,2026-01-17
2389498,12988,5,1,1,2026-01-17
2389498,11768,7,1,2,2026-01-17
2389498,12988,11,1,0,2026-01-17
2389498,12988,11,1,0,2026-01-17
2389498,11768,13,1,0,2026-01-17
2389500,13475,0,0,0,2026-01-17
2389500,7176,2,0,0,2026-01-17
2389500,13475,1,3,2,2026-01-17
2389500,7176,11,3,1,2026-01-17
2389500,13475,5,3,1,2026-01-17
2389500,7176,2,3,2,2026-01-17
2389500,13475,6,3,0,2026-01-17
2389500,7176,13,3,0,2026-01-17
2389500,13475,2,5,1,2026-01-17
2389500,7176,10,5,2,2026-01-17
2389500,13475,5,5,2,2026-01-17
2389500,7176,3,5,1,2026-01-17
2389500,13475,7,5,0,2026-01-17
2389500,7176,13,5,0,2026-01-17
2389497,9215,0,0,0,2026-01-17
2389497,9215,0,0,0,2026-01-17
2389497,12959,2,0,0,2026-01-17
2389497,9215,5,5,1,2026-01-17
2389497,9215,5,5,1,2026-01-17
2389497,12959,7,5,2,2026-01-17
2389497,9215,0,5,2,2026-01-17
2389497,9215,0,5,2,2026-01-17
2389497,12959,6,5,1,2026-01-17
2389497,9215,5,5,0,2026-01-17
2389497,9215,5,5,0,2026-01-17
2389497,12959,13,5,0,2026-01-17
2389497,9215,7,7,2,2026-01-17
2389497,9215,7,7,2,2026-01-17
2389497,12959,5,7,1,2026-01-17
2389497,9215,4,7,1,2026-01-17
2389497,9215,4,7,1,2026-01-17
2389497,12959,8,7,2,2026-01-17
2389497,9215,11,7,0,2026-01-17
2389497,9215,11,7,0,2026-01-17
2389497,12959,13,7,0,2026-01-17
2389495,7176,13,0,0,2026-01-17
2389495,13520,9,0,0,2026-01-17
2389495,7176,8,2,2,2026-01-17
2389495,13520,4,2,1,2026-01-17
2389495,7176,5,2,1,2026-01-17
2389495,13520,5,2,2,2026-01-17
2389495,7176,13,2,0,2026-01-17
2389495,13520,9,2,0,2026-01-17
2389492,11768,13,0,0,2026-01-17
2389492,11768,10,4,1,2026-01-17
2389492,11768,3,4,2,2026-01-17
2389492,11768,13,4,0,2026-01-17
2389494,12677,13,0,0,2026-01-17
2389494,10997,9,0,0,2026-01-17
2389494,12677,6,2,2,2026-01-17
2389494,10997,6,2,1,2026-01-17
2389494,12677,7,2,1,2026-01-17
2389494,10997,3,2,2,2026-01-17
2389494,12677,13,2,0,2026-01-17
2389494,10997,9,2,0,2026-01-17
2389491,6033,6,0,0,2026-01-17
2389491,6033,6,0,0,2026-01-17
2389491,6033,6,0,0,2026-01-17
2389491,12988,13,0,0,2026-01-17
2389491,12988,13,0,0,2026-01-17
2389491,6033,1,6,1,2026-01-17
2389491,6033,1,6,1,2026-01-17
2389491,6033,1,6,1,2026-01-17
2389491,12988,11,6,2,2026-01-17
2389491,12988,11,6,2,2026-01-17
2389491,6033,5,6,2,2026-01-17
2389491,6033,5,6,2,2026-01-17
2389491,6033,5,6,2,2026-01-17
2389491,12988,2,6,1,2026-01-17
2389491,12988,2,6,1,2026-01-17
2389491,6033,6,6,0,2026-01-17
2389491,6033,6,6,0,2026-01-17
2389491,6033,6,6,0,2026-01-17
2389491,12988,13,6,0,2026-01-17
2389491,12988,13,6,0,2026-01-17
2389488,13355,2,0,0,2026-01-17
2389488,13355,2,0,0,2026-01-17
2389488,13231,1,0,0,2026-01-17
2389488,13355,4,7,2,2026-01-17
2389488,13355,4,7,2,2026-01-17
2389488,13231,8,7,1,2026-01-17
2389488,13355,5,7,1,2026-01-17
2389488,13355,5,7,1,2026-01-17
2389488,13231,5,7,2,2026-01-17
2389488,13355,9,7,0,2026-01-17
2389488,13355,9,7,0,2026-01-17
2389488,13231,13,7,0,2026-01-17
2389488,13355,7,4,1,2026-01-17
2389488,13355,7,4,1,2026-01-17
2389488,13231,5,4,2,2026-01-17
2389488,13355,6,4,2,2026-01-17
2389488,13355,6,4,2,2026-01-17
2389488,13231,0,4,1,2026-01-17
2389488,13355,13,4,0,2026-01-17
2389488,13355,13,4,0,2026-01-17
2389488,13231,5,4,0,2026-01-17
2389488,13355,5,5,2,2026-01-17
2389488,13355,5,5,2,2026-01-17
2389488,13231,7,5,1,2026-01-17
2389488,13355,8,5,1,2026-01-17
2389488,13355,8,5,1,2026-01-17
2389488,13231,4,5,2,2026-01-17
2389488,13355,13,5,0,2026-01-17
2389488,13355,13,5,0,2026-01-17
2389488,13231,11,5,0,2026-01-17
2389493,9996,13,0,0,2026-01-17
2389493,9996,10,4,2,2026-01-17
2389493,9996,3,4,1,2026-01-17
2389493,9996,13,4,0,2026-01-17
2389383,9215,2,0,0,2026-01-17
2389383,9215,2,0,0,2026-01-17
2389383,9455,0,0,0,2026-01-17
2389383,9215,7,7,2,2026-01-17
2389383,9215,7,7,2,2026-01-17
2389383,9455,5,7,1,2026-01-17
2389383,9215,6,7,1,2026-01-17
2389383,9215,6,7,1,2026-01-17
2389383,9455,5,7,2,2026-01-17
2389383,9215,13,7,0,2026-01-17
2389383,9215,13,7,0,2026-01-17
2389383,9455,10,7,0,2026-01-17
2389383,9215,7,5,1,2026-01-17
2389383,9215,7,5,1,2026-01-17
2389383,9455,5,5,2,2026-01-17
2389383,9215,6,5,2,2026-01-17
2389383,9215,6,5,2,2026-01-17
2389383,9455,5,5,1,2026-01-17
2389383,9215,13,5,0,2026-01-17
2389383,9215,13,5,0,2026-01-17
2389383,9455,10,5,0,2026-01-17
2389487,13027,2,0,0,2026-01-17
2389487,4869,1,0,0,2026-01-17
2389487,13027,5,3,2,2026-01-17
2389487,4869,7,3,1,2026-01-17
2389487,13027,8,3,1,2026-01-17
2389487,4869,2,3,2,2026-01-17
2389487,13027,13,3,0,2026-01-17
2389487,4869,9,3,0,2026-01-17
2389487,13027,4,1,1,2026-01-17
2389487,4869,8,1,2,2026-01-17
2389487,13027,2,1,2,2026-01-17
2389487,4869,5,1,1,2026-01-17
2389487,13027,6,1,0,2026-01-17
2389487,4869,13,1,0,2026-01-17
2389487,13027,9,4,2,2026-01-17
2389487,4869,3,4,1,2026-01-17
2389487,13027,4,4,1,2026-01-17
2389487,4869,0,4,2,2026-01-17
2389487,13027,13,4,0,2026-01-17
2389487,4869,3,4,0,2026-01-17
2389485,10333,2,0,0,2026-01-17
2389485,13314,0,0,0,2026-01-17
2389485,10333,7,5,1,2026-01-17
2389485,13314,5,5,2,2026-01-17
2389485,10333,6,5,2,2026-01-17
2389485,13314,1,5,1,2026-01-17
2389485,10333,13,5,0,2026-01-17
2389485,13314,6,5,0,2026-01-17
2389485,10333,6,6,2,2026-01-17
2389485,13314,6,6,1,2026-01-17
2389485,10333,7,6,1,2026-01-17
2389485,13314,2,6,2,2026-01-17
2389485,10333,13,6,0,2026-01-17
2389485,13314,8,6,0,2026-01-17
2389486,11609,0,0,0,2026-01-17
2389486,11609,5,3,1,2026-01-17
2389486,11609,0,3,2,2026-01-17
2389486,11609,5,3,0,2026-01-17
2389486,11609,3,4,2,2026-01-17
2389486,11609,2,4,1,2026-01-17
2389486,11609,5,4,0,2026-01-17
2389304,13310,0,0,0,2026-01-17
2389304,7532,2,0,0,2026-01-17
2389304,7532,2,0,0,2026-01-17
2389304,7532,2,0,0,2026-01-17
2389304,13310,5,3,1,2026-01-17
2389304,7532,7,3,2,2026-01-17
2389304,7532,7,3,2,2026-01-17
2389304,7532,7,3,2,2026-01-17
2389304,13310,5,3,2,2026-01-17
2389304,7532,6,3,1,2026-01-17
2389304,7532,6,3,1,2026-01-17
2389304,7532,6,3,1,2026-01-17
2389304,13310,10,3,0,2026-01-17
2389304,7532,13,3,0,2026-01-17
2389304,7532,13,3,0,2026-01-17
2389304,7532,13,3,0,2026-01-17
2389304,13310,4,4,2,2026-01-17
2389304,7532,8,4,1,2026-01-17
2389304,7532,8,4,1,2026-01-17
2389304,7532,8,4,1,2026-01-17
2389304,13310,5,4,1,2026-01-17
2389304,7532,5,4,2,2026-01-17
2389304,7532,5,4,2,2026-01-17
2389304,7532,5,4,2,2026-01-17
2389304,13310,9,4,0,2026-01-17
2389304,7532,13,4,0,2026-01-17
2389304,7532,13,4,0,2026-01-17
2389304,7532,13,4,0,2026-01-17
2389484,13231,13,0,0,2026-01-17
2389484,11446,9,0,0,2026-01-17
2389484,13231,6,5,2,2026-01-17
2389484,11446,6,5,1,2026-01-17
2389484,13231,7,5,1,2026-01-17
2389484,11446,3,5,2,2026-01-17
2389484,13231,13,5,0,2026-01-17
2389484,11446,9,5,0,2026-01-17
2389151,13466,2,0,0,2026-01-17
2389151,13466,2,0,0,2026-01-17
2389151,9139,0,0,0,2026-01-17
2389151,13466,8,6,1,2026-01-17
2389151,13466,8,6,1,2026-01-17
2389151,9139,4,6,2,2026-01-17
2389151,13466,5,6,2,2026-01-17
2389151,13466,5,6,2,2026-01-17
2389151,9139,0,6,1,2026-01-17
2389151,13466,13,6,0,2026-01-17
2389151,13466,13,6,0,2026-01-17
2389151,9139,4,6,0,2026-01-17
2389151,13466,6,3,2,2026-01-17
2389151,13466,6,3,2,2026-01-17
2389151,9139,6,3,1,2026-01-17
2389151,13466,6,3,1,2026-01-17
2389151,13466,6,3,1,2026-01-17
2389151,9139,6,3,2,2026-01-17
2389151,13466,16,3,0,2026-01-17
2389151,13466,16,3,0,2026-01-17
2389151,9139,14,3,0,2026-01-17
2389483,13355,13,0,0,2026-01-17
2389483,13355,13,0,0,2026-01-17
2389483,10621,10,0,0,2026-01-17
2389483,13355,7,7,1,2026-01-17
2389483,13355,7,7,1,2026-01-17
2389483,10621,5,7,2,2026-01-17
2389483,13355,6,7,2,2026-01-17
2389483,13355,6,7,2,2026-01-17
2389483,10621,5,7,1,2026-01-17
2389483,13355,13,7,0,2026-01-17
2389483,13355,13,7,0,2026-01-17
2389483,10621,10,7,0,2026-01-17
2389477,13314,13,0,0,2026-01-17
2389477,11641,11,0,0,2026-01-17
2389477,13314,6,5,2,2026-01-17
2389477,11641,6,5,1,2026-01-17
2389477,13314,7,5,1,2026-01-17
2389477,11641,5,5,2,2026-01-17
2389477,13314,13,5,0,2026-01-17
2389477,11641,11,5,0,2026-01-17
2389480,13510,11,0,0,2026-01-17
2389480,11609,13,0,0,2026-01-17
2389480,13510,8,4,1,2026-01-17
2389480,11609,4,4,2,2026-01-17
2389480,13510,3,4,2,2026-01-17
2389480,11609,9,4,1,2026-01-17
2389480,13510,11,4,0,2026-01-17
2389480,11609,13,4,0,2026-01-17
2389481,4869,13,0,0,2026-01-17
2389481,4869,4,5,1,2026-01-17
2389481,4869,9,5,2,2026-01-17
2389481,4869,13,5,0,2026-01-17
2389482,5378,10,0,0,2026-01-17
2389482,13027,13,0,0,2026-01-17
2389482,5378,7,7,1,2026-01-17
2389482,13027,5,7,2,2026-01-17
2389482,5378,3,7,2,2026-01-17
2389482,13027,8,7,1,2026-01-17
2389482,5378,10,7,0,2026-01-17
2389482,13027,13,7,0,2026-01-17
2389478,10333,13,0,0,2026-01-17
2389478,10333,7,3,2,2026-01-17
2389478,10333,6,3,1,2026-01-17
2389478,10333,13,3,0,2026-01-17
2389359,12510,2,0,0,2026-01-17
2389359,12510,6,6,1,2026-01-17
2389359,12510,3,6,2,2026-01-17
2389359,12510,9,6,0,2026-01-17
2389359,12510,7,3,2,2026-01-17
2389359,12510,6,3,1,2026-01-17
2389359,12510,13,3,0,2026-01-17
2389359,12510,3,4,1,2026-01-17
2389359,12510,10,4,2,2026-01-17
2389359,12510,13,4,0,2026-01-17
2389423,13623,1,0,0,2026-01-17
2389423,12604,2,0,0,2026-01-17
2389423,13623,3,8,2,2026-01-17
2389423,12604,9,8,1,2026-01-17
2389423,13623,9,8,1,2026-01-17
2389423,12604,3,8,2,2026-01-17
2389423,13623,16,8,0,2026-01-17
2389423,12604,14,8,0,2026-01-17
2389423,13623,8,6,1,2026-01-17
2389423,12604,4,6,2,2026-01-17
2389423,13623,3,6,2,2026-01-17
2389423,12604,9,6,1,2026-01-17
2389423,13623,11,6,0,2026-01-17
2389423,12604,13,6,0,2026-01-17
2389423,13623,6,2,2,2026-01-17
2389423,12604,6,2,1,2026-01-17
2389423,13623,2,2,1,2026-01-17
2389423,12604,7,2,2,2026-01-17
2389423,13623,8,2,0,2026-01-17
2389423,12604,13,2,0,2026-01-17
